result,pnl,tick,time_window,date,month,stock
TP,11567.220000000001,3,5,2026-03-03,2026-03,6805
TP,11567.220000000001,3,10,2026-03-03,2026-03,6805
TP,11567.220000000001,3,15,2026-03-03,2026-03,6805
TP,21567.22,5,5,2026-03-03,2026-03,6805
TP,21567.22,5,10,2026-03-03,2026-03,6805
TP,21567.22,5,15,2026-03-03,2026-03,6805
TP,36567.22,8,5,2026-03-03,2026-03,6805
TP,36567.22,8,10,2026-03-03,2026-03,6805
TP,36567.22,8,15,2026-03-03,2026-03,6805
TIMEOUT,-2244.5,1,5,2026-03-03,2026-03,2344
TIMEOUT,-744.5,1,10,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,1,15,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,2,5,2026-03-03,2026-03,2344
TIMEOUT,-744.5,2,10,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,2,15,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,3,5,2026-03-03,2026-03,2344
TIMEOUT,-744.5,3,10,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,3,15,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,5,5,2026-03-03,2026-03,2344
TIMEOUT,-744.5,5,10,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,5,15,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,8,5,2026-03-03,2026-03,2344
TIMEOUT,-744.5,8,10,2026-03-03,2026-03,2344
TIMEOUT,-2244.5,8,15,2026-03-03,2026-03,2344
TP,290.708,1,5,2026-03-03,2026-03,9917
TP,290.708,1,10,2026-03-03,2026-03,9917
TP,290.708,1,15,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,2,5,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,2,10,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,2,15,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,3,5,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,3,10,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,3,15,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,5,5,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,5,10,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,5,15,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,8,5,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,8,10,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,8,15,2026-03-03,2026-03,9917
TP,288.752,1,5,2026-03-03,2026-03,3045
TP,288.752,1,10,2026-03-03,2026-03,3045
TP,288.752,1,15,2026-03-03,2026-03,3045
TIMEOUT,288.752,2,5,2026-03-03,2026-03,3045
TIMEOUT,-211.248,2,10,2026-03-03,2026-03,3045
TIMEOUT,-211.248,2,15,2026-03-03,2026-03,3045
TIMEOUT,288.752,3,5,2026-03-03,2026-03,3045
TIMEOUT,-211.248,3,10,2026-03-03,2026-03,3045
TIMEOUT,-211.248,3,15,2026-03-03,2026-03,3045
TIMEOUT,288.752,5,5,2026-03-03,2026-03,3045
TIMEOUT,-211.248,5,10,2026-03-03,2026-03,3045
TIMEOUT,-211.248,5,15,2026-03-03,2026-03,3045
TIMEOUT,288.752,8,5,2026-03-03,2026-03,3045
TIMEOUT,-211.248,8,10,2026-03-03,2026-03,3045
TIMEOUT,-211.248,8,15,2026-03-03,2026-03,3045
TP,253.544,1,5,2026-03-03,2026-03,2385
TP,253.544,1,10,2026-03-03,2026-03,2385
TP,253.544,1,15,2026-03-03,2026-03,2385
TIMEOUT,-746.456,2,5,2026-03-03,2026-03,2385
TIMEOUT,-746.456,2,10,2026-03-03,2026-03,2385
TIMEOUT,-246.456,2,15,2026-03-03,2026-03,2385
TIMEOUT,-746.456,3,5,2026-03-03,2026-03,2385
TIMEOUT,-746.456,3,10,2026-03-03,2026-03,2385
TIMEOUT,-246.456,3,15,2026-03-03,2026-03,2385
TIMEOUT,-746.456,5,5,2026-03-03,2026-03,2385
TIMEOUT,-746.456,5,10,2026-03-03,2026-03,2385
TIMEOUT,-246.456,5,15,2026-03-03,2026-03,2385
TIMEOUT,-746.456,8,5,2026-03-03,2026-03,2385
TIMEOUT,-746.456,8,10,2026-03-03,2026-03,2385
TIMEOUT,-246.456,8,15,2026-03-03,2026-03,2385
TP,160.63400000000007,1,5,2026-03-03,2026-03,2597
TP,160.63400000000007,1,10,2026-03-03,2026-03,2597
TP,160.63400000000007,1,15,2026-03-03,2026-03,2597
TIMEOUT,160.63400000000007,2,5,2026-03-03,2026-03,2597
TIMEOUT,-339.36599999999993,2,10,2026-03-03,2026-03,2597
TIMEOUT,-1339.366,2,15,2026-03-03,2026-03,2597
TIMEOUT,160.63400000000007,3,5,2026-03-03,2026-03,2597
TIMEOUT,-339.36599999999993,3,10,2026-03-03,2026-03,2597
TIMEOUT,-1339.366,3,15,2026-03-03,2026-03,2597
TIMEOUT,160.63400000000007,5,5,2026-03-03,2026-03,2597
TIMEOUT,-339.36599999999993,5,10,2026-03-03,2026-03,2597
TIMEOUT,-1339.366,5,15,2026-03-03,2026-03,2597
TIMEOUT,160.63400000000007,8,5,2026-03-03,2026-03,2597
TIMEOUT,-339.36599999999993,8,10,2026-03-03,2026-03,2597
TIMEOUT,-1339.366,8,15,2026-03-03,2026-03,2597
TP,128.36,1,5,2026-03-03,2026-03,2474
TP,128.36,1,10,2026-03-03,2026-03,2474
TP,128.36,1,15,2026-03-03,2026-03,2474
TP,628.36,2,5,2026-03-03,2026-03,2474
TP,628.36,2,10,2026-03-03,2026-03,2474
TP,628.36,2,15,2026-03-03,2026-03,2474
TP,1128.3600000000001,3,5,2026-03-03,2026-03,2474
TP,1128.3600000000001,3,10,2026-03-03,2026-03,2474
TP,1128.3600000000001,3,15,2026-03-03,2026-03,2474
TIMEOUT,128.36,5,5,2026-03-03,2026-03,2474
TIMEOUT,-371.64,5,10,2026-03-03,2026-03,2474
TIMEOUT,-871.64,5,15,2026-03-03,2026-03,2474
TIMEOUT,128.36,8,5,2026-03-03,2026-03,2474
TIMEOUT,-371.64,8,10,2026-03-03,2026-03,2474
TIMEOUT,-871.64,8,15,2026-03-03,2026-03,2474
TP,237.89600000000002,1,5,2026-03-03,2026-03,3231
TP,237.89600000000002,1,10,2026-03-03,2026-03,3231
TP,237.89600000000002,1,15,2026-03-03,2026-03,3231
TP,737.896,2,5,2026-03-03,2026-03,3231
TP,737.896,2,10,2026-03-03,2026-03,3231
TP,737.896,2,15,2026-03-03,2026-03,3231
TIMEOUT,737.896,3,5,2026-03-03,2026-03,3231
TP,1237.896,3,10,2026-03-03,2026-03,3231
TP,1237.896,3,15,2026-03-03,2026-03,3231
TIMEOUT,737.896,5,5,2026-03-03,2026-03,3231
TIMEOUT,1737.896,5,10,2026-03-03,2026-03,3231
TP,2237.896,5,15,2026-03-03,2026-03,3231
TIMEOUT,737.896,8,5,2026-03-03,2026-03,3231
TIMEOUT,1737.896,8,10,2026-03-03,2026-03,3231
TIMEOUT,1237.896,8,15,2026-03-03,2026-03,3231
TIMEOUT,-872.6179999999999,1,5,2026-03-03,2026-03,8454
TIMEOUT,-1872.618,1,10,2026-03-03,2026-03,8454
TIMEOUT,-2372.618,1,15,2026-03-03,2026-03,8454
TIMEOUT,-872.6179999999999,2,5,2026-03-03,2026-03,8454
TIMEOUT,-1872.618,2,10,2026-03-03,2026-03,8454
TIMEOUT,-2372.618,2,15,2026-03-03,2026-03,8454
TIMEOUT,-872.6179999999999,3,5,2026-03-03,2026-03,8454
TIMEOUT,-1872.618,3,10,2026-03-03,2026-03,8454
TIMEOUT,-2372.618,3,15,2026-03-03,2026-03,8454
TIMEOUT,-872.6179999999999,5,5,2026-03-03,2026-03,8454
TIMEOUT,-1872.618,5,10,2026-03-03,2026-03,8454
TIMEOUT,-2372.618,5,15,2026-03-03,2026-03,8454
TIMEOUT,-872.6179999999999,8,5,2026-03-03,2026-03,8454
TIMEOUT,-1872.618,8,10,2026-03-03,2026-03,8454
TIMEOUT,-2372.618,8,15,2026-03-03,2026-03,8454
TP,156.72200000000004,1,5,2026-03-03,2026-03,2645
TP,156.72200000000004,1,10,2026-03-03,2026-03,2645
TP,156.72200000000004,1,15,2026-03-03,2026-03,2645
TP,656.722,2,5,2026-03-03,2026-03,2645
TP,656.722,2,10,2026-03-03,2026-03,2645
TP,656.722,2,15,2026-03-03,2026-03,2645
TIMEOUT,-343.27799999999996,3,5,2026-03-03,2026-03,2645
TIMEOUT,156.72200000000004,3,10,2026-03-03,2026-03,2645
TIMEOUT,-1343.278,3,15,2026-03-03,2026-03,2645
TIMEOUT,-343.27799999999996,5,5,2026-03-03,2026-03,2645
TIMEOUT,156.72200000000004,5,10,2026-03-03,2026-03,2645
TIMEOUT,-1343.278,5,15,2026-03-03,2026-03,2645
TIMEOUT,-343.27799999999996,8,5,2026-03-03,2026-03,2645
TIMEOUT,156.72200000000004,8,10,2026-03-03,2026-03,2645
TIMEOUT,-1343.278,8,15,2026-03-03,2026-03,2645
TP,298.53200000000004,1,5,2026-03-03,2026-03,5871
TP,298.53200000000004,1,10,2026-03-03,2026-03,5871
TP,298.53200000000004,1,15,2026-03-03,2026-03,5871
TIMEOUT,298.53200000000004,2,5,2026-03-03,2026-03,5871
TIMEOUT,-201.468,2,10,2026-03-03,2026-03,5871
TIMEOUT,-201.468,2,15,2026-03-03,2026-03,5871
TIMEOUT,298.53200000000004,3,5,2026-03-03,2026-03,5871
TIMEOUT,-201.468,3,10,2026-03-03,2026-03,5871
TIMEOUT,-201.468,3,15,2026-03-03,2026-03,5871
TIMEOUT,298.53200000000004,5,5,2026-03-03,2026-03,5871
TIMEOUT,-201.468,5,10,2026-03-03,2026-03,5871
TIMEOUT,-201.468,5,15,2026-03-03,2026-03,5871
TIMEOUT,298.53200000000004,8,5,2026-03-03,2026-03,5871
TIMEOUT,-201.468,8,10,2026-03-03,2026-03,5871
TIMEOUT,-201.468,8,15,2026-03-03,2026-03,5871
TIMEOUT,-1227.874,1,5,2026-03-03,2026-03,5483
TP,272.126,1,10,2026-03-03,2026-03,5483
TP,272.126,1,15,2026-03-03,2026-03,5483
TIMEOUT,-1227.874,2,5,2026-03-03,2026-03,5483
TIMEOUT,272.126,2,10,2026-03-03,2026-03,5483
TIMEOUT,-227.874,2,15,2026-03-03,2026-03,5483
TIMEOUT,-1227.874,3,5,2026-03-03,2026-03,5483
TIMEOUT,272.126,3,10,2026-03-03,2026-03,5483
TIMEOUT,-227.874,3,15,2026-03-03,2026-03,5483
TIMEOUT,-1227.874,5,5,2026-03-03,2026-03,5483
TIMEOUT,272.126,5,10,2026-03-03,2026-03,5483
TIMEOUT,-227.874,5,15,2026-03-03,2026-03,5483
TIMEOUT,-1227.874,8,5,2026-03-03,2026-03,5483
TIMEOUT,272.126,8,10,2026-03-03,2026-03,5483
TIMEOUT,-227.874,8,15,2026-03-03,2026-03,5483
TIMEOUT,-2337.4199999999996,1,5,2026-03-03,2026-03,6781
TP,2662.5800000000004,1,10,2026-03-03,2026-03,6781
TP,2662.5800000000004,1,15,2026-03-03,2026-03,6781
TIMEOUT,-2337.4199999999996,2,5,2026-03-03,2026-03,6781
TP,7662.58,2,10,2026-03-03,2026-03,6781
TP,7662.58,2,15,2026-03-03,2026-03,6781
TIMEOUT,-2337.4199999999996,3,5,2026-03-03,2026-03,6781
TP,12662.58,3,10,2026-03-03,2026-03,6781
TP,12662.58,3,15,2026-03-03,2026-03,6781
TIMEOUT,-2337.4199999999996,5,5,2026-03-03,2026-03,6781
TIMEOUT,7662.58,5,10,2026-03-03,2026-03,6781
TIMEOUT,2662.5800000000004,5,15,2026-03-03,2026-03,6781
TIMEOUT,-2337.4199999999996,8,5,2026-03-03,2026-03,6781
TIMEOUT,7662.58,8,10,2026-03-03,2026-03,6781
TIMEOUT,2662.5800000000004,8,15,2026-03-03,2026-03,6781
TP,2750.6000000000004,1,5,2026-03-03,2026-03,3324
TP,2750.6000000000004,1,10,2026-03-03,2026-03,3324
TP,2750.6000000000004,1,15,2026-03-03,2026-03,3324
TIMEOUT,-17249.4,2,5,2026-03-03,2026-03,3324
TIMEOUT,-22249.4,2,10,2026-03-03,2026-03,3324
TP,7750.6,2,15,2026-03-03,2026-03,3324
TIMEOUT,-17249.4,3,5,2026-03-03,2026-03,3324
TIMEOUT,-22249.4,3,10,2026-03-03,2026-03,3324
TP,12750.6,3,15,2026-03-03,2026-03,3324
TIMEOUT,-17249.4,5,5,2026-03-03,2026-03,3324
TIMEOUT,-22249.4,5,10,2026-03-03,2026-03,3324
TIMEOUT,7750.6,5,15,2026-03-03,2026-03,3324
TIMEOUT,-17249.4,8,5,2026-03-03,2026-03,3324
TIMEOUT,-22249.4,8,10,2026-03-03,2026-03,3324
TIMEOUT,7750.6,8,15,2026-03-03,2026-03,3324
TIMEOUT,-1336.432,1,5,2026-03-03,2026-03,1513
TP,163.56800000000004,1,10,2026-03-03,2026-03,1513
TP,163.56800000000004,1,15,2026-03-03,2026-03,1513
TIMEOUT,-1336.432,2,5,2026-03-03,2026-03,1513
TIMEOUT,163.56800000000004,2,10,2026-03-03,2026-03,1513
TP,663.568,2,15,2026-03-03,2026-03,1513
TIMEOUT,-1336.432,3,5,2026-03-03,2026-03,1513
TIMEOUT,163.56800000000004,3,10,2026-03-03,2026-03,1513
TP,1163.568,3,15,2026-03-03,2026-03,1513
TIMEOUT,-1336.432,5,5,2026-03-03,2026-03,1513
TIMEOUT,163.56800000000004,5,10,2026-03-03,2026-03,1513
TIMEOUT,163.56800000000004,5,15,2026-03-03,2026-03,1513
TIMEOUT,-1336.432,8,5,2026-03-03,2026-03,1513
TIMEOUT,163.56800000000004,8,10,2026-03-03,2026-03,1513
TIMEOUT,163.56800000000004,8,15,2026-03-03,2026-03,1513
TIMEOUT,-1307.092,1,5,2026-03-03,2026-03,1773
TP,192.90800000000002,1,10,2026-03-03,2026-03,1773
TP,192.90800000000002,1,15,2026-03-03,2026-03,1773
TIMEOUT,-1307.092,2,5,2026-03-03,2026-03,1773
TP,692.908,2,10,2026-03-03,2026-03,1773
TP,692.908,2,15,2026-03-03,2026-03,1773
TIMEOUT,-1307.092,3,5,2026-03-03,2026-03,1773
TIMEOUT,192.90800000000002,3,10,2026-03-03,2026-03,1773
TIMEOUT,-307.092,3,15,2026-03-03,2026-03,1773
TIMEOUT,-1307.092,5,5,2026-03-03,2026-03,1773
TIMEOUT,192.90800000000002,5,10,2026-03-03,2026-03,1773
TIMEOUT,-307.092,5,15,2026-03-03,2026-03,1773
TIMEOUT,-1307.092,8,5,2026-03-03,2026-03,1773
TIMEOUT,192.90800000000002,8,10,2026-03-03,2026-03,1773
TIMEOUT,-307.092,8,15,2026-03-03,2026-03,1773
TP,284.84000000000003,1,5,2026-03-03,2026-03,1815
TP,284.84000000000003,1,10,2026-03-03,2026-03,1815
TP,284.84000000000003,1,15,2026-03-03,2026-03,1815
TP,784.84,2,5,2026-03-03,2026-03,1815
TP,784.84,2,10,2026-03-03,2026-03,1815
TP,784.84,2,15,2026-03-03,2026-03,1815
TP,1284.84,3,5,2026-03-03,2026-03,1815
TP,1284.84,3,10,2026-03-03,2026-03,1815
TP,1284.84,3,15,2026-03-03,2026-03,1815
TP,2284.84,5,5,2026-03-03,2026-03,1815
TP,2284.84,5,10,2026-03-03,2026-03,1815
TP,2284.84,5,15,2026-03-03,2026-03,1815
TP,3784.84,8,5,2026-03-03,2026-03,1815
TP,3784.84,8,10,2026-03-03,2026-03,1815
TP,3784.84,8,15,2026-03-03,2026-03,1815
TP,244.74200000000002,1,5,2026-03-03,2026-03,5347
TP,244.74200000000002,1,10,2026-03-03,2026-03,5347
TP,244.74200000000002,1,15,2026-03-03,2026-03,5347
TP,744.742,2,5,2026-03-03,2026-03,5347
TP,744.742,2,10,2026-03-03,2026-03,5347
TP,744.742,2,15,2026-03-03,2026-03,5347
TP,1244.742,3,5,2026-03-03,2026-03,5347
TP,1244.742,3,10,2026-03-03,2026-03,5347
TP,1244.742,3,15,2026-03-03,2026-03,5347
TIMEOUT,244.74200000000002,5,5,2026-03-03,2026-03,5347
TIMEOUT,1744.742,5,10,2026-03-03,2026-03,5347
TP,2244.742,5,15,2026-03-03,2026-03,5347
TIMEOUT,244.74200000000002,8,5,2026-03-03,2026-03,5347
TIMEOUT,1744.742,8,10,2026-03-03,2026-03,5347
TIMEOUT,744.742,8,15,2026-03-03,2026-03,5347
TP,190.952,1,5,2026-03-03,2026-03,6919
TP,190.952,1,10,2026-03-03,2026-03,6919
TP,190.952,1,15,2026-03-03,2026-03,6919
TP,690.952,2,5,2026-03-03,2026-03,6919
TP,690.952,2,10,2026-03-03,2026-03,6919
TP,690.952,2,15,2026-03-03,2026-03,6919
TIMEOUT,-1309.048,3,5,2026-03-03,2026-03,6919
TIMEOUT,-309.048,3,10,2026-03-03,2026-03,6919
TIMEOUT,-809.048,3,15,2026-03-03,2026-03,6919
TIMEOUT,-1309.048,5,5,2026-03-03,2026-03,6919
TIMEOUT,-309.048,5,10,2026-03-03,2026-03,6919
TIMEOUT,-809.048,5,15,2026-03-03,2026-03,6919
TIMEOUT,-1309.048,8,5,2026-03-03,2026-03,6919
TIMEOUT,-309.048,8,10,2026-03-03,2026-03,6919
TIMEOUT,-809.048,8,15,2026-03-03,2026-03,6919
TIMEOUT,-32141.82,1,5,2026-03-03,2026-03,2404
TIMEOUT,-2141.8199999999997,1,10,2026-03-03,2026-03,2404
TIMEOUT,-7141.82,1,15,2026-03-03,2026-03,2404
TIMEOUT,-32141.82,2,5,2026-03-03,2026-03,2404
TIMEOUT,-2141.8199999999997,2,10,2026-03-03,2026-03,2404
TIMEOUT,-7141.82,2,15,2026-03-03,2026-03,2404
TIMEOUT,-32141.82,3,5,2026-03-03,2026-03,2404
TIMEOUT,-2141.8199999999997,3,10,2026-03-03,2026-03,2404
TIMEOUT,-7141.82,3,15,2026-03-03,2026-03,2404
TIMEOUT,-32141.82,5,5,2026-03-03,2026-03,2404
TIMEOUT,-2141.8199999999997,5,10,2026-03-03,2026-03,2404
TIMEOUT,-7141.82,5,15,2026-03-03,2026-03,2404
TIMEOUT,-32141.82,8,5,2026-03-03,2026-03,2404
TIMEOUT,-2141.8199999999997,8,10,2026-03-03,2026-03,2404
TIMEOUT,-7141.82,8,15,2026-03-03,2026-03,2404
TP,286.79600000000005,1,5,2026-03-04,2026-03,1815
TP,286.79600000000005,1,10,2026-03-04,2026-03,1815
TP,286.79600000000005,1,15,2026-03-04,2026-03,1815
TP,786.796,2,5,2026-03-04,2026-03,1815
TP,786.796,2,10,2026-03-04,2026-03,1815
TP,786.796,2,15,2026-03-04,2026-03,1815
TP,1286.796,3,5,2026-03-04,2026-03,1815
TP,1286.796,3,10,2026-03-04,2026-03,1815
TP,1286.796,3,15,2026-03-04,2026-03,1815
TP,2286.796,5,5,2026-03-04,2026-03,1815
TP,2286.796,5,10,2026-03-04,2026-03,1815
TP,2286.796,5,15,2026-03-04,2026-03,1815
TIMEOUT,286.79600000000005,8,5,2026-03-04,2026-03,1815
TIMEOUT,-1213.204,8,10,2026-03-04,2026-03,1815
TIMEOUT,-3213.204,8,15,2026-03-04,2026-03,1815
TP,1674.8000000000002,1,5,2026-03-04,2026-03,6805
TP,1674.8000000000002,1,10,2026-03-04,2026-03,6805
TP,1674.8000000000002,1,15,2026-03-04,2026-03,6805
TP,6674.8,2,5,2026-03-04,2026-03,6805
TP,6674.8,2,10,2026-03-04,2026-03,6805
TP,6674.8,2,15,2026-03-04,2026-03,6805
TP,11674.8,3,5,2026-03-04,2026-03,6805
TP,11674.8,3,10,2026-03-04,2026-03,6805
TP,11674.8,3,15,2026-03-04,2026-03,6805
TP,21674.8,5,5,2026-03-04,2026-03,6805
TP,21674.8,5,10,2026-03-04,2026-03,6805
TP,21674.8,5,15,2026-03-04,2026-03,6805
TIMEOUT,-8325.2,8,5,2026-03-04,2026-03,6805
TIMEOUT,-18325.2,8,10,2026-03-04,2026-03,6805
TIMEOUT,-53325.2,8,15,2026-03-04,2026-03,6805
TIMEOUT,-1798.29,1,5,2026-03-04,2026-03,1773
TIMEOUT,-3298.29,1,10,2026-03-04,2026-03,1773
TIMEOUT,-4298.29,1,15,2026-03-04,2026-03,1773
TIMEOUT,-1798.29,2,5,2026-03-04,2026-03,1773
TIMEOUT,-3298.29,2,10,2026-03-04,2026-03,1773
TIMEOUT,-4298.29,2,15,2026-03-04,2026-03,1773
TIMEOUT,-1798.29,3,5,2026-03-04,2026-03,1773
TIMEOUT,-3298.29,3,10,2026-03-04,2026-03,1773
TIMEOUT,-4298.29,3,15,2026-03-04,2026-03,1773
TIMEOUT,-1798.29,5,5,2026-03-04,2026-03,1773
TIMEOUT,-3298.29,5,10,2026-03-04,2026-03,1773
TIMEOUT,-4298.29,5,15,2026-03-04,2026-03,1773
TIMEOUT,-1798.29,8,5,2026-03-04,2026-03,1773
TIMEOUT,-3298.29,8,10,2026-03-04,2026-03,1773
TIMEOUT,-4298.29,8,15,2026-03-04,2026-03,1773
TP,256.478,1,5,2026-03-04,2026-03,2385
TP,256.478,1,10,2026-03-04,2026-03,2385
TP,256.478,1,15,2026-03-04,2026-03,2385
TIMEOUT,-1243.522,2,5,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,2,10,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,2,15,2026-03-04,2026-03,2385
TIMEOUT,-1243.522,3,5,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,3,10,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,3,15,2026-03-04,2026-03,2385
TIMEOUT,-1243.522,5,5,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,5,10,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,5,15,2026-03-04,2026-03,2385
TIMEOUT,-1243.522,8,5,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,8,10,2026-03-04,2026-03,2385
TIMEOUT,-1743.522,8,15,2026-03-04,2026-03,2385
TP,232.02800000000002,1,5,2026-03-04,2026-03,2412
TP,232.02800000000002,1,10,2026-03-04,2026-03,2412
TP,232.02800000000002,1,15,2026-03-04,2026-03,2412
TIMEOUT,-267.972,2,5,2026-03-04,2026-03,2412
TIMEOUT,-767.972,2,10,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,2,15,2026-03-04,2026-03,2412
TIMEOUT,-267.972,3,5,2026-03-04,2026-03,2412
TIMEOUT,-767.972,3,10,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,3,15,2026-03-04,2026-03,2412
TIMEOUT,-267.972,5,5,2026-03-04,2026-03,2412
TIMEOUT,-767.972,5,10,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,5,15,2026-03-04,2026-03,2412
TIMEOUT,-267.972,8,5,2026-03-04,2026-03,2412
TIMEOUT,-767.972,8,10,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,8,15,2026-03-04,2026-03,2412
TP,288.752,1,5,2026-03-04,2026-03,3045
TP,288.752,1,10,2026-03-04,2026-03,3045
TP,288.752,1,15,2026-03-04,2026-03,3045
TIMEOUT,-211.248,2,5,2026-03-04,2026-03,3045
TIMEOUT,-211.248,2,10,2026-03-04,2026-03,3045
TIMEOUT,-711.248,2,15,2026-03-04,2026-03,3045
TIMEOUT,-211.248,3,5,2026-03-04,2026-03,3045
TIMEOUT,-211.248,3,10,2026-03-04,2026-03,3045
TIMEOUT,-711.248,3,15,2026-03-04,2026-03,3045
TIMEOUT,-211.248,5,5,2026-03-04,2026-03,3045
TIMEOUT,-211.248,5,10,2026-03-04,2026-03,3045
TIMEOUT,-711.248,5,15,2026-03-04,2026-03,3045
TIMEOUT,-211.248,8,5,2026-03-04,2026-03,3045
TIMEOUT,-211.248,8,10,2026-03-04,2026-03,3045
TIMEOUT,-711.248,8,15,2026-03-04,2026-03,3045
TP,302.444,1,5,2026-03-04,2026-03,5871
TP,302.444,1,10,2026-03-04,2026-03,5871
TP,302.444,1,15,2026-03-04,2026-03,5871
TIMEOUT,-697.556,2,5,2026-03-04,2026-03,5871
TIMEOUT,-697.556,2,10,2026-03-04,2026-03,5871
TIMEOUT,-697.556,2,15,2026-03-04,2026-03,5871
TIMEOUT,-697.556,3,5,2026-03-04,2026-03,5871
TIMEOUT,-697.556,3,10,2026-03-04,2026-03,5871
TIMEOUT,-697.556,3,15,2026-03-04,2026-03,5871
TIMEOUT,-697.556,5,5,2026-03-04,2026-03,5871
TIMEOUT,-697.556,5,10,2026-03-04,2026-03,5871
TIMEOUT,-697.556,5,15,2026-03-04,2026-03,5871
TIMEOUT,-697.556,8,5,2026-03-04,2026-03,5871
TIMEOUT,-697.556,8,10,2026-03-04,2026-03,5871
TIMEOUT,-697.556,8,15,2026-03-04,2026-03,5871
TIMEOUT,-708.314,1,5,2026-03-04,2026-03,9917
TIMEOUT,-1208.3139999999999,1,10,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,1,15,2026-03-04,2026-03,9917
TIMEOUT,-708.314,2,5,2026-03-04,2026-03,9917
TIMEOUT,-1208.3139999999999,2,10,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,2,15,2026-03-04,2026-03,9917
TIMEOUT,-708.314,3,5,2026-03-04,2026-03,9917
TIMEOUT,-1208.3139999999999,3,10,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,3,15,2026-03-04,2026-03,9917
TIMEOUT,-708.314,5,5,2026-03-04,2026-03,9917
TIMEOUT,-1208.3139999999999,5,10,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,5,15,2026-03-04,2026-03,9917
TIMEOUT,-708.314,8,5,2026-03-04,2026-03,9917
TIMEOUT,-1208.3139999999999,8,10,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,8,15,2026-03-04,2026-03,9917
TP,260.39,1,5,2026-03-04,2026-03,3005
TP,260.39,1,10,2026-03-04,2026-03,3005
TP,260.39,1,15,2026-03-04,2026-03,3005
TP,760.39,2,5,2026-03-04,2026-03,3005
TP,760.39,2,10,2026-03-04,2026-03,3005
TP,760.39,2,15,2026-03-04,2026-03,3005
TP,1260.39,3,5,2026-03-04,2026-03,3005
TP,1260.39,3,10,2026-03-04,2026-03,3005
TP,1260.39,3,15,2026-03-04,2026-03,3005
TIMEOUT,-239.60999999999999,5,5,2026-03-04,2026-03,3005
TIMEOUT,760.39,5,10,2026-03-04,2026-03,3005
TIMEOUT,260.39,5,15,2026-03-04,2026-03,3005
TIMEOUT,-239.60999999999999,8,5,2026-03-04,2026-03,3005
TIMEOUT,760.39,8,10,2026-03-04,2026-03,3005
TIMEOUT,260.39,8,15,2026-03-04,2026-03,3005
TP,134.228,1,5,2026-03-04,2026-03,2474
TP,134.228,1,10,2026-03-04,2026-03,2474
TP,134.228,1,15,2026-03-04,2026-03,2474
TP,634.2280000000001,2,5,2026-03-04,2026-03,2474
TP,634.2280000000001,2,10,2026-03-04,2026-03,2474
TP,634.2280000000001,2,15,2026-03-04,2026-03,2474
TIMEOUT,-865.7719999999999,3,5,2026-03-04,2026-03,2474
TIMEOUT,-2865.772,3,10,2026-03-04,2026-03,2474
TIMEOUT,-3365.772,3,15,2026-03-04,2026-03,2474
TIMEOUT,-865.7719999999999,5,5,2026-03-04,2026-03,2474
TIMEOUT,-2865.772,5,10,2026-03-04,2026-03,2474
TIMEOUT,-3365.772,5,15,2026-03-04,2026-03,2474
TIMEOUT,-865.7719999999999,8,5,2026-03-04,2026-03,2474
TIMEOUT,-2865.772,8,10,2026-03-04,2026-03,2474
TIMEOUT,-3365.772,8,15,2026-03-04,2026-03,2474
TP,280.928,1,5,2026-03-04,2026-03,5483
TP,280.928,1,10,2026-03-04,2026-03,5483
