result,pnl,tick,time_window,entry,date,month
TP,3141.8,5,30,950.0,2024-09-02,2024-09
TIMEOUT,1141.8000000000002,8,5,950.0,2024-09-02,2024-09
TIMEOUT,141.80000000000018,8,10,950.0,2024-09-02,2024-09
TIMEOUT,-858.1999999999998,8,15,950.0,2024-09-02,2024-09
TIMEOUT,-858.1999999999998,8,20,950.0,2024-09-02,2024-09
TIMEOUT,141.80000000000018,8,30,950.0,2024-09-02,2024-09
TIMEOUT,1141.8000000000002,10,5,950.0,2024-09-02,2024-09
TIMEOUT,141.80000000000018,10,10,950.0,2024-09-02,2024-09
TIMEOUT,-858.1999999999998,10,15,950.0,2024-09-02,2024-09
TIMEOUT,-858.1999999999998,10,20,950.0,2024-09-02,2024-09
TIMEOUT,141.80000000000018,10,30,950.0,2024-09-02,2024-09
TIMEOUT,1141.8000000000002,15,5,950.0,2024-09-02,2024-09
TIMEOUT,141.80000000000018,15,10,950.0,2024-09-02,2024-09
TIMEOUT,-858.1999999999998,15,15,950.0,2024-09-02,2024-09
TIMEOUT,-858.1999999999998,15,20,950.0,2024-09-02,2024-09
TIMEOUT,141.80000000000018,15,30,950.0,2024-09-02,2024-09
TP,-854.288,1,5,948.0,2024-09-03,2024-09
TP,-854.288,1,10,948.0,2024-09-03,2024-09
TP,-854.288,1,15,948.0,2024-09-03,2024-09
TP,-854.288,1,20,948.0,2024-09-03,2024-09
TP,-854.288,1,30,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,2,5,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,2,10,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,2,15,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,2,20,948.0,2024-09-03,2024-09
TP,145.712,2,30,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,3,5,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,3,10,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,3,15,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,3,20,948.0,2024-09-03,2024-09
TIMEOUT,145.712,3,30,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,5,5,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,5,10,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,5,15,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,5,20,948.0,2024-09-03,2024-09
TIMEOUT,145.712,5,30,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,8,5,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,8,10,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,8,15,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,8,20,948.0,2024-09-03,2024-09
TIMEOUT,145.712,8,30,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,10,5,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,10,10,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,10,15,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,10,20,948.0,2024-09-03,2024-09
TIMEOUT,145.712,10,30,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,15,5,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,15,10,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,15,15,948.0,2024-09-03,2024-09
TIMEOUT,-1854.288,15,20,948.0,2024-09-03,2024-09
TIMEOUT,145.712,15,30,948.0,2024-09-03,2024-09
TP,-778.0039999999999,1,5,909.0,2024-09-06,2024-09
TP,-778.0039999999999,1,10,909.0,2024-09-06,2024-09
TP,-778.0039999999999,1,15,909.0,2024-09-06,2024-09
TP,-778.0039999999999,1,20,909.0,2024-09-06,2024-09
TP,-778.0039999999999,1,30,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,2,5,909.0,2024-09-06,2024-09
TIMEOUT,-7778.004,2,10,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,2,15,909.0,2024-09-06,2024-09
TIMEOUT,-778.0039999999999,2,20,909.0,2024-09-06,2024-09
TP,221.9960000000001,2,30,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,3,5,909.0,2024-09-06,2024-09
TIMEOUT,-7778.004,3,10,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,3,15,909.0,2024-09-06,2024-09
TIMEOUT,-778.0039999999999,3,20,909.0,2024-09-06,2024-09
TP,1221.996,3,30,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,5,5,909.0,2024-09-06,2024-09
TIMEOUT,-7778.004,5,10,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,5,15,909.0,2024-09-06,2024-09
TIMEOUT,-778.0039999999999,5,20,909.0,2024-09-06,2024-09
TIMEOUT,2221.996,5,30,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,8,5,909.0,2024-09-06,2024-09
TIMEOUT,-7778.004,8,10,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,8,15,909.0,2024-09-06,2024-09
TIMEOUT,-778.0039999999999,8,20,909.0,2024-09-06,2024-09
TIMEOUT,2221.996,8,30,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,10,5,909.0,2024-09-06,2024-09
TIMEOUT,-7778.004,10,10,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,10,15,909.0,2024-09-06,2024-09
TIMEOUT,-778.0039999999999,10,20,909.0,2024-09-06,2024-09
TIMEOUT,2221.996,10,30,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,15,5,909.0,2024-09-06,2024-09
TIMEOUT,-7778.004,15,10,909.0,2024-09-06,2024-09
TIMEOUT,-3778.004,15,15,909.0,2024-09-06,2024-09
TIMEOUT,-778.0039999999999,15,20,909.0,2024-09-06,2024-09
TIMEOUT,2221.996,15,30,909.0,2024-09-06,2024-09
TP,-744.752,1,5,892.0,2024-09-09,2024-09
TP,-744.752,1,10,892.0,2024-09-09,2024-09
TP,-744.752,1,15,892.0,2024-09-09,2024-09
TP,-744.752,1,20,892.0,2024-09-09,2024-09
TP,-744.752,1,30,892.0,2024-09-09,2024-09
