result,pnl,tick,date,month,stock
TIMEOUT,231.05,8,2026-03-03,2026-03,2412
TP,1567.2200000000003,1,2026-03-03,2026-03,6805
TP,6567.22,2,2026-03-03,2026-03,6805
TP,11567.220000000001,3,2026-03-03,2026-03,6805
TP,21567.22,5,2026-03-03,2026-03,6805
TP,36567.22,8,2026-03-03,2026-03,6805
TIMEOUT,-12744.5,1,2026-03-03,2026-03,2344
TIMEOUT,-12744.5,2,2026-03-03,2026-03,2344
TIMEOUT,-12744.5,3,2026-03-03,2026-03,2344
TIMEOUT,-12744.5,5,2026-03-03,2026-03,2344
TIMEOUT,-12744.5,8,2026-03-03,2026-03,2344
TP,290.708,1,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,2,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,3,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,5,2026-03-03,2026-03,9917
TIMEOUT,-209.29199999999997,8,2026-03-03,2026-03,9917
TP,288.752,1,2026-03-03,2026-03,3045
TP,788.752,2,2026-03-03,2026-03,3045
TIMEOUT,288.752,3,2026-03-03,2026-03,3045
TIMEOUT,288.752,5,2026-03-03,2026-03,3045
TIMEOUT,288.752,8,2026-03-03,2026-03,3045
TP,253.544,1,2026-03-03,2026-03,2385
TIMEOUT,-246.456,2,2026-03-03,2026-03,2385
TIMEOUT,-246.456,3,2026-03-03,2026-03,2385
TIMEOUT,-246.456,5,2026-03-03,2026-03,2385
TIMEOUT,-246.456,8,2026-03-03,2026-03,2385
TP,160.63400000000007,1,2026-03-03,2026-03,2597
TIMEOUT,-3339.366,2,2026-03-03,2026-03,2597
TIMEOUT,-3339.366,3,2026-03-03,2026-03,2597
TIMEOUT,-3339.366,5,2026-03-03,2026-03,2597
TIMEOUT,-3339.366,8,2026-03-03,2026-03,2597
TP,128.36,1,2026-03-03,2026-03,2474
TP,628.36,2,2026-03-03,2026-03,2474
TP,1128.3600000000001,3,2026-03-03,2026-03,2474
TIMEOUT,-1871.6399999999999,5,2026-03-03,2026-03,2474
TIMEOUT,-1871.6399999999999,8,2026-03-03,2026-03,2474
TP,237.89600000000002,1,2026-03-03,2026-03,3231
TP,737.896,2,2026-03-03,2026-03,3231
TP,1237.896,3,2026-03-03,2026-03,3231
TP,2237.896,5,2026-03-03,2026-03,3231
TIMEOUT,-2762.104,8,2026-03-03,2026-03,3231
TIMEOUT,-5372.618,1,2026-03-03,2026-03,8454
TIMEOUT,-5372.618,2,2026-03-03,2026-03,8454
TIMEOUT,-5372.618,3,2026-03-03,2026-03,8454
TIMEOUT,-5372.618,5,2026-03-03,2026-03,8454
TIMEOUT,-5372.618,8,2026-03-03,2026-03,8454
TP,156.72200000000004,1,2026-03-03,2026-03,2645
TP,656.722,2,2026-03-03,2026-03,2645
TIMEOUT,-4843.278,3,2026-03-03,2026-03,2645
TIMEOUT,-4843.278,5,2026-03-03,2026-03,2645
TIMEOUT,-4843.278,8,2026-03-03,2026-03,2645
TP,298.53200000000004,1,2026-03-03,2026-03,5871
TIMEOUT,-701.468,2,2026-03-03,2026-03,5871
TIMEOUT,-701.468,3,2026-03-03,2026-03,5871
TIMEOUT,-701.468,5,2026-03-03,2026-03,5871
TIMEOUT,-701.468,8,2026-03-03,2026-03,5871
TP,272.126,1,2026-03-03,2026-03,5483
TP,772.126,2,2026-03-03,2026-03,5483
TIMEOUT,-2727.874,3,2026-03-03,2026-03,5483
TIMEOUT,-2727.874,5,2026-03-03,2026-03,5483
TIMEOUT,-2727.874,8,2026-03-03,2026-03,5483
TP,2662.5800000000004,1,2026-03-03,2026-03,6781
TP,7662.58,2,2026-03-03,2026-03,6781
TP,12662.58,3,2026-03-03,2026-03,6781
TIMEOUT,-77337.42,5,2026-03-03,2026-03,6781
TIMEOUT,-77337.42,8,2026-03-03,2026-03,6781
TP,2750.6000000000004,1,2026-03-03,2026-03,3324
TP,7750.6,2,2026-03-03,2026-03,3324
TP,12750.6,3,2026-03-03,2026-03,3324
TP,22750.6,5,2026-03-03,2026-03,3324
TIMEOUT,-72249.4,8,2026-03-03,2026-03,3324
TP,163.56800000000004,1,2026-03-03,2026-03,1513
TP,663.568,2,2026-03-03,2026-03,1513
TP,1163.568,3,2026-03-03,2026-03,1513
TIMEOUT,-6836.432,5,2026-03-03,2026-03,1513
TIMEOUT,-6836.432,8,2026-03-03,2026-03,1513
TP,2476.76,1,2026-03-03,2026-03,5269
TIMEOUT,-57523.24,2,2026-03-03,2026-03,5269
TIMEOUT,-57523.24,3,2026-03-03,2026-03,5269
TIMEOUT,-57523.24,5,2026-03-03,2026-03,5269
TIMEOUT,-57523.24,8,2026-03-03,2026-03,5269
TP,192.90800000000002,1,2026-03-03,2026-03,1773
TP,692.908,2,2026-03-03,2026-03,1773
TP,1192.908,3,2026-03-03,2026-03,1773
TP,2192.908,5,2026-03-03,2026-03,1773
TIMEOUT,-2307.092,8,2026-03-03,2026-03,1773
TP,284.84000000000003,1,2026-03-03,2026-03,1815
TP,784.84,2,2026-03-03,2026-03,1815
TP,1284.84,3,2026-03-03,2026-03,1815
TP,2284.84,5,2026-03-03,2026-03,1815
TP,3784.84,8,2026-03-03,2026-03,1815
TP,244.74200000000002,1,2026-03-03,2026-03,5347
TP,744.742,2,2026-03-03,2026-03,5347
TP,1244.742,3,2026-03-03,2026-03,5347
TP,2244.742,5,2026-03-03,2026-03,5347
TIMEOUT,-7755.258,8,2026-03-03,2026-03,5347
TP,190.952,1,2026-03-03,2026-03,6919
TP,690.952,2,2026-03-03,2026-03,6919
TIMEOUT,-8809.048,3,2026-03-03,2026-03,6919
TIMEOUT,-8809.048,5,2026-03-03,2026-03,6919
TIMEOUT,-8809.048,8,2026-03-03,2026-03,6919
TP,2858.1800000000003,1,2026-03-03,2026-03,2404
TIMEOUT,-82141.82,2,2026-03-03,2026-03,2404
TIMEOUT,-82141.82,3,2026-03-03,2026-03,2404
TIMEOUT,-82141.82,5,2026-03-03,2026-03,2404
TIMEOUT,-82141.82,8,2026-03-03,2026-03,2404
TP,286.79600000000005,1,2026-03-04,2026-03,1815
TP,786.796,2,2026-03-04,2026-03,1815
TP,1286.796,3,2026-03-04,2026-03,1815
TP,2286.796,5,2026-03-04,2026-03,1815
TIMEOUT,-5713.204,8,2026-03-04,2026-03,1815
TP,1674.8000000000002,1,2026-03-04,2026-03,6805
TP,6674.8,2,2026-03-04,2026-03,6805
TP,11674.8,3,2026-03-04,2026-03,6805
TP,21674.8,5,2026-03-04,2026-03,6805
TIMEOUT,-58325.2,8,2026-03-04,2026-03,6805
TIMEOUT,-7298.29,1,2026-03-04,2026-03,1773
TIMEOUT,-7298.29,2,2026-03-04,2026-03,1773
TIMEOUT,-7298.29,3,2026-03-04,2026-03,1773
TIMEOUT,-7298.29,5,2026-03-04,2026-03,1773
TIMEOUT,-7298.29,8,2026-03-04,2026-03,1773
TP,256.478,1,2026-03-04,2026-03,2385
TIMEOUT,-743.5219999999999,2,2026-03-04,2026-03,2385
TIMEOUT,-743.5219999999999,3,2026-03-04,2026-03,2385
TIMEOUT,-743.5219999999999,5,2026-03-04,2026-03,2385
TIMEOUT,-743.5219999999999,8,2026-03-04,2026-03,2385
TP,232.02800000000002,1,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,2,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,3,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,5,2026-03-04,2026-03,2412
TIMEOUT,-1767.972,8,2026-03-04,2026-03,2412
TP,288.752,1,2026-03-04,2026-03,3045
TIMEOUT,-211.248,2,2026-03-04,2026-03,3045
TIMEOUT,-211.248,3,2026-03-04,2026-03,3045
TIMEOUT,-211.248,5,2026-03-04,2026-03,3045
TIMEOUT,-211.248,8,2026-03-04,2026-03,3045
TP,302.444,1,2026-03-04,2026-03,5871
TIMEOUT,-1197.556,2,2026-03-04,2026-03,5871
TIMEOUT,-1197.556,3,2026-03-04,2026-03,5871
TIMEOUT,-1197.556,5,2026-03-04,2026-03,5871
TIMEOUT,-1197.556,8,2026-03-04,2026-03,5871
TIMEOUT,-1708.3139999999999,1,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,2,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,3,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,5,2026-03-04,2026-03,9917
TIMEOUT,-1708.3139999999999,8,2026-03-04,2026-03,9917
TP,260.39,1,2026-03-04,2026-03,3005
TP,760.39,2,2026-03-04,2026-03,3005
TP,1260.39,3,2026-03-04,2026-03,3005
TP,2260.39,5,2026-03-04,2026-03,3005
TIMEOUT,-1739.61,8,2026-03-04,2026-03,3005
TP,134.228,1,2026-03-04,2026-03,2474
TP,634.2280000000001,2,2026-03-04,2026-03,2474
TIMEOUT,-1865.772,3,2026-03-04,2026-03,2474
TIMEOUT,-1865.772,5,2026-03-04,2026-03,2474
TIMEOUT,-1865.772,8,2026-03-04,2026-03,2474
TP,280.928,1,2026-03-04,2026-03,5483
TIMEOUT,-3719.072,2,2026-03-04,2026-03,5483
TIMEOUT,-3719.072,3,2026-03-04,2026-03,5483
TIMEOUT,-3719.072,5,2026-03-04,2026-03,5483
TIMEOUT,-3719.072,8,2026-03-04,2026-03,5483
TP,170.414,1,2026-03-04,2026-03,2597
TP,670.414,2,2026-03-04,2026-03,2597
TIMEOUT,-2829.5860000000002,3,2026-03-04,2026-03,2597
TIMEOUT,-2829.5860000000002,5,2026-03-04,2026-03,2597
TIMEOUT,-2829.5860000000002,8,2026-03-04,2026-03,2597
TIMEOUT,-58100.26,1,2026-03-04,2026-03,3491
TIMEOUT,-58100.26,2,2026-03-04,2026-03,3491
TIMEOUT,-58100.26,3,2026-03-04,2026-03,3491
TIMEOUT,-58100.26,5,2026-03-04,2026-03,3491
TIMEOUT,-58100.26,8,2026-03-04,2026-03,3491
TP,165.524,1,2026-03-04,2026-03,2645
TP,665.524,2,2026-03-04,2026-03,2645
TP,1165.524,3,2026-03-04,2026-03,2645
TP,2165.524,5,2026-03-04,2026-03,2645
TIMEOUT,-6834.476,8,2026-03-04,2026-03,2645
TP,245.72,1,2026-03-04,2026-03,3231
TP,745.72,2,2026-03-04,2026-03,3231
TIMEOUT,-5254.28,3,2026-03-04,2026-03,3231
TIMEOUT,-5254.28,5,2026-03-04,2026-03,3231
TIMEOUT,-5254.28,8,2026-03-04,2026-03,3231
TIMEOUT,-2854.036,1,2026-03-04,2026-03,8454
TIMEOUT,-2854.036,2,2026-03-04,2026-03,8454
TIMEOUT,-2854.036,3,2026-03-04,2026-03,8454
TIMEOUT,-2854.036,5,2026-03-04,2026-03,8454
TIMEOUT,-2854.036,8,2026-03-04,2026-03,8454
TP,184.10600000000005,1,2026-03-04,2026-03,1513
TP,684.106,2,2026-03-04,2026-03,1513
TP,1184.106,3,2026-03-04,2026-03,1513
TIMEOUT,-6815.894,5,2026-03-04,2026-03,1513
TIMEOUT,-6815.894,8,2026-03-04,2026-03,1513
TP,2643.0200000000004,1,2026-03-04,2026-03,5269
TIMEOUT,-42356.979999999996,2,2026-03-04,2026-03,5269
TIMEOUT,-42356.979999999996,3,2026-03-04,2026-03,5269
TIMEOUT,-42356.979999999996,5,2026-03-04,2026-03,5269
TIMEOUT,-42356.979999999996,8,2026-03-04,2026-03,5269
TP,3004.88,1,2026-03-04,2026-03,3324
TP,8004.88,2,2026-03-04,2026-03,3324
TP,13004.880000000001,3,2026-03-04,2026-03,3324
TP,23004.88,5,2026-03-04,2026-03,3324
TIMEOUT,-49995.12,8,2026-03-04,2026-03,3324
TP,2789.72,1,2026-03-04,2026-03,1590
TP,7789.719999999999,2,2026-03-04,2026-03,1590
TP,12789.72,3,2026-03-04,2026-03,1590
TP,22789.72,5,2026-03-04,2026-03,1590
TIMEOUT,-27210.28,8,2026-03-04,2026-03,1590
TP,267.236,1,2026-03-04,2026-03,5347
TP,767.236,2,2026-03-04,2026-03,5347
TP,1267.236,3,2026-03-04,2026-03,5347
TIMEOUT,-3232.764,5,2026-03-04,2026-03,5347
TIMEOUT,-3232.764,8,2026-03-04,2026-03,5347
TP,2897.3,1,2026-03-04,2026-03,6781
TP,7897.3,2,2026-03-04,2026-03,6781
TP,12897.3,3,2026-03-04,2026-03,6781
TIMEOUT,-57102.7,5,2026-03-04,2026-03,6781
TIMEOUT,-57102.7,8,2026-03-04,2026-03,6781
TP,212.46800000000002,1,2026-03-04,2026-03,6919
TIMEOUT,-7287.532,2,2026-03-04,2026-03,6919
TIMEOUT,-7287.532,3,2026-03-04,2026-03,6919
TIMEOUT,-7287.532,5,2026-03-04,2026-03,6919
TIMEOUT,-7287.532,8,2026-03-04,2026-03,6919
TP,292.664,1,2026-03-04,2026-03,2344
TP,792.664,2,2026-03-04,2026-03,2344
TP,1292.664,3,2026-03-04,2026-03,2344
TP,2292.664,5,2026-03-04,2026-03,2344
TIMEOUT,-2207.336,8,2026-03-04,2026-03,2344
TP,288.752,1,2026-03-05,2026-03,3045
TIMEOUT,-711.248,2,2026-03-05,2026-03,3045
TIMEOUT,-711.248,3,2026-03-05,2026-03,3045
TIMEOUT,-711.248,5,2026-03-05,2026-03,3045
TIMEOUT,-711.248,8,2026-03-05,2026-03,3045
TP,2887.5200000000004,1,2026-03-05,2026-03,2404
TP,7887.52,2,2026-03-05,2026-03,2404
TP,12887.52,3,2026-03-05,2026-03,2404
TIMEOUT,17887.52,5,2026-03-05,2026-03,2404
TIMEOUT,17887.52,8,2026-03-05,2026-03,2404
TP,255.50000000000003,1,2026-03-05,2026-03,2385
TP,755.5,2,2026-03-05,2026-03,2385
TIMEOUT,255.50000000000003,3,2026-03-05,2026-03,2385
TIMEOUT,255.50000000000003,5,2026-03-05,2026-03,2385
TIMEOUT,255.50000000000003,8,2026-03-05,2026-03,2385
TP,134.228,1,2026-03-05,2026-03,2474
TP,634.2280000000001,2,2026-03-05,2026-03,2474
TIMEOUT,-1865.772,3,2026-03-05,2026-03,2474
TIMEOUT,-1865.772,5,2026-03-05,2026-03,2474
TIMEOUT,-1865.772,8,2026-03-05,2026-03,2474
TP,255.50000000000003,1,2026-03-05,2026-03,3005
TP,755.5,2,2026-03-05,2026-03,3005
TP,1255.5,3,2026-03-05,2026-03,3005
TP,2255.5,5,2026-03-05,2026-03,3005
TIMEOUT,-1744.5,8,2026-03-05,2026-03,3005
TP,233.00600000000003,1,2026-03-05,2026-03,2412
TIMEOUT,233.00600000000003,2,2026-03-05,2026-03,2412
TIMEOUT,233.00600000000003,3,2026-03-05,2026-03,2412
TIMEOUT,233.00600000000003,5,2026-03-05,2026-03,2412
TIMEOUT,233.00600000000003,8,2026-03-05,2026-03,2412
TP,293.64200000000005,1,2026-03-05,2026-03,9917
TP,793.642,2,2026-03-05,2026-03,9917
TIMEOUT,-206.35799999999998,3,2026-03-05,2026-03,9917
TIMEOUT,-206.35799999999998,5,2026-03-05,2026-03,9917
TIMEOUT,-206.35799999999998,8,2026-03-05,2026-03,9917
TP,302.444,1,2026-03-05,2026-03,5871
TIMEOUT,-1197.556,2,2026-03-05,2026-03,5871
TIMEOUT,-1197.556,3,2026-03-05,2026-03,5871
TIMEOUT,-1197.556,5,2026-03-05,2026-03,5871
TIMEOUT,-1197.556,8,2026-03-05,2026-03,5871
TP,171.39200000000005,1,2026-03-05,2026-03,2597
TP,671.392,2,2026-03-05,2026-03,2597
TP,1171.392,3,2026-03-05,2026-03,2597
TP,2171.392,5,2026-03-05,2026-03,2597
TIMEOUT,671.392,8,2026-03-05,2026-03,2597
TP,144.986,1,2026-03-05,2026-03,8454
TP,644.986,2,2026-03-05,2026-03,8454
TP,1144.9859999999999,3,2026-03-05,2026-03,8454
TP,2144.986,5,2026-03-05,2026-03,8454
TIMEOUT,-355.014,8,2026-03-05,2026-03,8454
TP,171.39200000000005,1,2026-03-05,2026-03,2645
TP,671.392,2,2026-03-05,2026-03,2645
TP,1171.392,3,2026-03-05,2026-03,2645
TIMEOUT,-828.608,5,2026-03-05,2026-03,2645
TIMEOUT,-828.608,8,2026-03-05,2026-03,2645
TP,278.97200000000004,1,2026-03-05,2026-03,5483
TP,778.972,2,2026-03-05,2026-03,5483
TP,1278.972,3,2026-03-05,2026-03,5483
TIMEOUT,278.97200000000004,5,2026-03-05,2026-03,5483
TIMEOUT,278.97200000000004,8,2026-03-05,2026-03,5483
TP,249.63200000000003,1,2026-03-05,2026-03,3231
TP,749.6320000000001,2,2026-03-05,2026-03,3231
TP,1249.632,3,2026-03-05,2026-03,3231
TP,2249.632,5,2026-03-05,2026-03,3231
TIMEOUT,249.63200000000003,8,2026-03-05,2026-03,3231
TP,2603.9000000000005,1,2026-03-05,2026-03,5269
TP,7603.900000000001,2,2026-03-05,2026-03,5269
TP,12603.900000000001,3,2026-03-05,2026-03,5269
TP,22603.9,5,2026-03-05,2026-03,5269
TP,37603.9,8,2026-03-05,2026-03,5269
TP,260.39,1,2026-03-05,2026-03,5347
TIMEOUT,-3239.61,2,2026-03-05,2026-03,5347
TIMEOUT,-3239.61,3,2026-03-05,2026-03,5347
TIMEOUT,-3239.61,5,2026-03-05,2026-03,5347
TIMEOUT,-3239.61,8,2026-03-05,2026-03,5347
TP,209.534,1,2026-03-05,2026-03,1773
TP,709.534,2,2026-03-05,2026-03,1773
TP,1209.534,3,2026-03-05,2026-03,1773
TP,2209.534,5,2026-03-05,2026-03,1773
TIMEOUT,709.534,8,2026-03-05,2026-03,1773
TP,187.04000000000002,1,2026-03-05,2026-03,1513
TP,687.04,2,2026-03-05,2026-03,1513
TP,1187.04,3,2026-03-05,2026-03,1513
TIMEOUT,-312.96,5,2026-03-05,2026-03,1513
TIMEOUT,-312.96,8,2026-03-05,2026-03,1513
TP,218.336,1,2026-03-05,2026-03,6919
TP,718.336,2,2026-03-05,2026-03,6919
TP,1218.336,3,2026-03-05,2026-03,6919
TP,2218.3360000000002,5,2026-03-05,2026-03,6919
TP,3718.3360000000002,8,2026-03-05,2026-03,6919
TP,1616.1200000000003,1,2026-03-05,2026-03,6805
TP,6616.120000000001,2,2026-03-05,2026-03,6805
TP,11616.12,3,2026-03-05,2026-03,6805
TIMEOUT,-18383.88,5,2026-03-05,2026-03,6805
TIMEOUT,-18383.88,8,2026-03-05,2026-03,6805
TP,2789.72,1,2026-03-05,2026-03,1590
TP,7789.719999999999,2,2026-03-05,2026-03,1590
TP,12789.72,3,2026-03-05,2026-03,1590
TIMEOUT,-42210.28,5,2026-03-05,2026-03,1590
TIMEOUT,-42210.28,8,2026-03-05,2026-03,1590
TP,277.994,1,2026-03-05,2026-03,2344
TIMEOUT,-1722.0059999999999,2,2026-03-05,2026-03,2344
TIMEOUT,-1722.0059999999999,3,2026-03-05,2026-03,2344
TIMEOUT,-1722.0059999999999,5,2026-03-05,2026-03,2344
TIMEOUT,-1722.0059999999999,8,2026-03-05,2026-03,2344
TP,284.84000000000003,1,2026-03-05,2026-03,1815
TP,784.84,2,2026-03-05,2026-03,1815
TP,1284.84,3,2026-03-05,2026-03,1815
TP,2284.84,5,2026-03-05,2026-03,1815
TIMEOUT,-2215.16,8,2026-03-05,2026-03,1815
TP,2897.3,1,2026-03-05,2026-03,6781
TP,7897.3,2,2026-03-05,2026-03,6781
TP,12897.3,3,2026-03-05,2026-03,6781
TIMEOUT,-42102.7,5,2026-03-05,2026-03,6781
TIMEOUT,-42102.7,8,2026-03-05,2026-03,6781
TIMEOUT,-228139.38,1,2026-03-05,2026-03,3491
TIMEOUT,-228139.38,2,2026-03-05,2026-03,3491
TIMEOUT,-228139.38,3,2026-03-05,2026-03,3491
TIMEOUT,-228139.38,5,2026-03-05,2026-03,3491
TIMEOUT,-228139.38,8,2026-03-05,2026-03,3491
TP,2848.4,1,2026-03-06,2026-03,2404
TP,7848.4,2,2026-03-06,2026-03,2404
TP,12848.4,3,2026-03-06,2026-03,2404
TP,22848.4,5,2026-03-06,2026-03,2404
TIMEOUT,-2151.6,8,2026-03-06,2026-03,2404
TP,2466.9800000000005,1,2026-03-06,2026-03,5269
TP,7466.9800000000005,2,2026-03-06,2026-03,5269
TP,12466.98,3,2026-03-06,2026-03,5269
TP,22466.98,5,2026-03-06,2026-03,5269
TP,37466.98,8,2026-03-06,2026-03,5269
TP,290.708,1,2026-03-06,2026-03,2337
TP,790.7080000000001,2,2026-03-06,2026-03,2337
TP,1290.708,3,2026-03-06,2026-03,2337
TP,2290.708,5,2026-03-06,2026-03,2337
TIMEOUT,-4709.292,8,2026-03-06,2026-03,2337
TP,284.84000000000003,1,2026-03-06,2026-03,2344
TP,784.84,2,2026-03-06,2026-03,2344
TP,1284.84,3,2026-03-06,2026-03,2344
TP,2284.84,5,2026-03-06,2026-03,2344
TIMEOUT,-3715.16,8,2026-03-06,2026-03,2344
TP,277.994,1,2026-03-06,2026-03,5483
TP,777.994,2,2026-03-06,2026-03,5483
TP,1277.9940000000001,3,2026-03-06,2026-03,5483
TIMEOUT,1277.9940000000001,5,2026-03-06,2026-03,5483
TIMEOUT,1277.9940000000001,8,2026-03-06,2026-03,5483
TP,293.64200000000005,1,2026-03-06,2026-03,1815
TP,793.642,2,2026-03-06,2026-03,1815
TP,1293.642,3,2026-03-06,2026-03,1815
TP,2293.642,5,2026-03-06,2026-03,1815
TIMEOUT,293.64200000000005,8,2026-03-06,2026-03,1815
TP,1655.2400000000007,1,2026-03-06,2026-03,6805
TP,6655.240000000001,2,2026-03-06,2026-03,6805
TP,11655.240000000002,3,2026-03-06,2026-03,6805
TP,21655.24,5,2026-03-06,2026-03,6805
TP,36655.24,8,2026-03-06,2026-03,6805
TP,188.99600000000004,1,2026-03-06,2026-03,1513
TP,688.9960000000001,2,2026-03-06,2026-03,1513
TP,1188.996,3,2026-03-06,2026-03,1513
TP,2188.996,5,2026-03-06,2026-03,1513
TP,3688.996,8,2026-03-06,2026-03,1513
TP,269.192,1,2026-03-06,2026-03,5347
TP,769.192,2,2026-03-06,2026-03,5347
TP,1269.192,3,2026-03-06,2026-03,5347
TP,2269.192,5,2026-03-06,2026-03,5347
TIMEOUT,269.192,8,2026-03-06,2026-03,5347
TP,250.61,1,2026-03-06,2026-03,3231
TP,750.61,2,2026-03-06,2026-03,3231
TP,1250.6100000000001,3,2026-03-06,2026-03,3231
TP,2250.61,5,2026-03-06,2026-03,3231
TIMEOUT,2750.61,8,2026-03-06,2026-03,3231
TP,208.55600000000004,1,2026-03-06,2026-03,1773
TP,708.556,2,2026-03-06,2026-03,1773
TP,1208.556,3,2026-03-06,2026-03,1773
TP,2208.556,5,2026-03-06,2026-03,1773
TIMEOUT,-291.44399999999996,8,2026-03-06,2026-03,1773
TP,258.434,1,2026-03-06,2026-03,3005
TP,758.434,2,2026-03-06,2026-03,3005
TIMEOUT,-741.566,3,2026-03-06,2026-03,3005
TIMEOUT,-741.566,5,2026-03-06,2026-03,3005
TIMEOUT,-741.566,8,2026-03-06,2026-03,3005
TIMEOUT,-4328.608,1,2026-03-06,2026-03,2645
TIMEOUT,-4328.608,2,2026-03-06,2026-03,2645
TIMEOUT,-4328.608,3,2026-03-06,2026-03,2645
TIMEOUT,-4328.608,5,2026-03-06,2026-03,2645
TIMEOUT,-4328.608,8,2026-03-06,2026-03,2645
TP,172.37,1,2026-03-06,2026-03,2597
TP,672.37,2,2026-03-06,2026-03,2597
TP,1172.37,3,2026-03-06,2026-03,2597
TIMEOUT,672.37,5,2026-03-06,2026-03,2597
TIMEOUT,672.37,8,2026-03-06,2026-03,2597
TP,226.16000000000003,1,2026-03-06,2026-03,6919
TP,726.1600000000001,2,2026-03-06,2026-03,6919
TP,1226.16,3,2026-03-06,2026-03,6919
TP,2226.16,5,2026-03-06,2026-03,6919
TIMEOUT,-773.8399999999999,8,2026-03-06,2026-03,6919
TP,146.942,1,2026-03-06,2026-03,8454
TP,646.942,2,2026-03-06,2026-03,8454
TP,1146.942,3,2026-03-06,2026-03,8454
TIMEOUT,146.942,5,2026-03-06,2026-03,8454
TIMEOUT,146.942,8,2026-03-06,2026-03,8454
TP,2965.76,1,2026-03-06,2026-03,6781
TP,7965.76,2,2026-03-06,2026-03,6781
TP,12965.76,3,2026-03-06,2026-03,6781
TP,22965.76,5,2026-03-06,2026-03,6781
TIMEOUT,-7034.24,8,2026-03-06,2026-03,6781
TP,255.50000000000003,1,2026-03-06,2026-03,2385
TIMEOUT,255.50000000000003,2,2026-03-06,2026-03,2385
TIMEOUT,255.50000000000003,3,2026-03-06,2026-03,2385
TIMEOUT,255.50000000000003,5,2026-03-06,2026-03,2385
TIMEOUT,255.50000000000003,8,2026-03-06,2026-03,2385
TP,233.00600000000003,1,2026-03-06,2026-03,2412
TIMEOUT,-266.99399999999997,2,2026-03-06,2026-03,2412
TIMEOUT,-266.99399999999997,3,2026-03-06,2026-03,2412
TIMEOUT,-266.99399999999997,5,2026-03-06,2026-03,2412
TIMEOUT,-266.99399999999997,8,2026-03-06,2026-03,2412
TP,294.62,1,2026-03-06,2026-03,9917
TP,794.62,2,2026-03-06,2026-03,9917
TIMEOUT,794.62,3,2026-03-06,2026-03,9917
TIMEOUT,794.62,5,2026-03-06,2026-03,9917
TIMEOUT,794.62,8,2026-03-06,2026-03,9917
TP,134.228,1,2026-03-06,2026-03,2474
TP,634.2280000000001,2,2026-03-06,2026-03,2474
TP,1134.228,3,2026-03-06,2026-03,2474
TP,2134.228,5,2026-03-06,2026-03,2474
TIMEOUT,134.228,8,2026-03-06,2026-03,2474
TP,304.4,1,2026-03-06,2026-03,5871
TP,804.4,2,2026-03-06,2026-03,5871
TP,1304.4,3,2026-03-06,2026-03,5871
TP,2304.4,5,2026-03-06,2026-03,5871
TIMEOUT,804.4,8,2026-03-06,2026-03,5871
TP,289.73,1,2026-03-06,2026-03,3045
TP,789.73,2,2026-03-06,2026-03,3045
TIMEOUT,289.73,3,2026-03-06,2026-03,3045
TIMEOUT,289.73,5,2026-03-06,2026-03,3045
TIMEOUT,289.73,8,2026-03-06,2026-03,3045
TP,2897.3,1,2026-03-06,2026-03,1590
TIMEOUT,-37102.7,2,2026-03-06,2026-03,1590
TIMEOUT,-37102.7,3,2026-03-06,2026-03,1590
TIMEOUT,-37102.7,5,2026-03-06,2026-03,1590
TIMEOUT,-37102.7,8,2026-03-06,2026-03,1590
TP,1205.3600000000001,1,2026-03-06,2026-03,6442
TP,6205.360000000001,2,2026-03-06,2026-03,6442
TP,11205.36,3,2026-03-06,2026-03,6442
TP,21205.36,5,2026-03-06,2026-03,6442
TP,36205.36,8,2026-03-06,2026-03,6442
TIMEOUT,-47650.38,1,2026-03-06,2026-03,3491
TIMEOUT,-47650.38,2,2026-03-06,2026-03,3491
TIMEOUT,-47650.38,3,2026-03-06,2026-03,3491
TIMEOUT,-47650.38,5,2026-03-06,2026-03,3491
TIMEOUT,-47650.38,8,2026-03-06,2026-03,3491
TP,1479.2000000000003,1,2026-03-11,2026-03,6805
TP,6479.200000000001,2,2026-03-11,2026-03,6805
TP,11479.2,3,2026-03-11,2026-03,6805
TP,21479.2,5,2026-03-11,2026-03,6805
TP,36479.2,8,2026-03-11,2026-03,6805
TP,231.05,1,2026-03-11,2026-03,6919
TIMEOUT,-2768.95,2,2026-03-11,2026-03,6919
TIMEOUT,-2768.95,3,2026-03-11,2026-03,6919
TIMEOUT,-2768.95,5,2026-03-11,2026-03,6919
TIMEOUT,-2768.95,8,2026-03-11,2026-03,6919
TP,295.598,1,2026-03-11,2026-03,5871
TIMEOUT,-1204.402,2,2026-03-11,2026-03,5871
TIMEOUT,-1204.402,3,2026-03-11,2026-03,5871
TIMEOUT,-1204.402,5,2026-03-11,2026-03,5871
TIMEOUT,-1204.402,8,2026-03-11,2026-03,5871
TP,286.79600000000005,1,2026-03-11,2026-03,2344
TP,786.796,2,2026-03-11,2026-03,2344
