result,pnl,tick,date,month,stock
TP,1286.796,3,2026-03-11,2026-03,2344
TP,2286.796,5,2026-03-11,2026-03,2344
TP,3786.796,8,2026-03-11,2026-03,2344
TP,245.72,1,2026-03-11,2026-03,3005
TP,745.72,2,2026-03-11,2026-03,3005
TP,1245.72,3,2026-03-11,2026-03,3005
TP,2245.72,5,2026-03-11,2026-03,3005
TP,3745.72,8,2026-03-11,2026-03,3005
TP,296.576,1,2026-03-11,2026-03,1815
TP,796.576,2,2026-03-11,2026-03,1815
TP,1296.576,3,2026-03-11,2026-03,1815
TIMEOUT,1296.576,5,2026-03-11,2026-03,1815
TIMEOUT,1296.576,8,2026-03-11,2026-03,1815
TP,283.862,1,2026-03-11,2026-03,5483
TP,783.8620000000001,2,2026-03-11,2026-03,5483
TP,1283.862,3,2026-03-11,2026-03,5483
TP,2283.862,5,2026-03-11,2026-03,5483
TP,3783.862,8,2026-03-11,2026-03,5483
TP,196.82000000000005,1,2026-03-11,2026-03,2645
TP,696.82,2,2026-03-11,2026-03,2645
TP,1196.8200000000002,3,2026-03-11,2026-03,2645
TP,2196.82,5,2026-03-11,2026-03,2645
TP,3696.82,8,2026-03-11,2026-03,2645
TP,3004.88,1,2026-03-11,2026-03,6781
TP,8004.88,2,2026-03-11,2026-03,6781
TP,13004.880000000001,3,2026-03-11,2026-03,6781
TIMEOUT,13004.880000000001,5,2026-03-11,2026-03,6781
TIMEOUT,13004.880000000001,8,2026-03-11,2026-03,6781
TP,279.95000000000005,1,2026-03-11,2026-03,5347
TP,779.95,2,2026-03-11,2026-03,5347
TP,1279.95,3,2026-03-11,2026-03,5347
TP,2279.95,5,2026-03-11,2026-03,5347
TIMEOUT,1279.95,8,2026-03-11,2026-03,5347
TP,242.786,1,2026-03-11,2026-03,3231
TP,742.7860000000001,2,2026-03-11,2026-03,3231
TP,1242.786,3,2026-03-11,2026-03,3231
TP,2242.786,5,2026-03-11,2026-03,3231
TIMEOUT,1242.786,8,2026-03-11,2026-03,3231
TP,177.26000000000005,1,2026-03-11,2026-03,2597
TP,677.26,2,2026-03-11,2026-03,2597
TP,1177.26,3,2026-03-11,2026-03,2597
TP,2177.26,5,2026-03-11,2026-03,2597
TP,3677.26,8,2026-03-11,2026-03,2597
TP,285.818,1,2026-03-11,2026-03,9917
TP,785.818,2,2026-03-11,2026-03,9917
TP,1285.818,3,2026-03-11,2026-03,9917
TP,2285.818,5,2026-03-11,2026-03,9917
TP,3785.818,8,2026-03-11,2026-03,9917
TP,263.32400000000007,1,2026-03-11,2026-03,2385
TP,763.3240000000001,2,2026-03-11,2026-03,2385
TP,1263.324,3,2026-03-11,2026-03,2385
TP,2263.324,5,2026-03-11,2026-03,2385
TP,3763.324,8,2026-03-11,2026-03,2385
TIMEOUT,-1350.124,1,2026-03-11,2026-03,8454
TIMEOUT,-1350.124,2,2026-03-11,2026-03,8454
TIMEOUT,-1350.124,3,2026-03-11,2026-03,8454
TIMEOUT,-1350.124,5,2026-03-11,2026-03,8454
TIMEOUT,-1350.124,8,2026-03-11,2026-03,8454
TP,143.03000000000003,1,2026-03-11,2026-03,2474
TP,643.03,2,2026-03-11,2026-03,2474
TP,1143.03,3,2026-03-11,2026-03,2474
TIMEOUT,-856.97,5,2026-03-11,2026-03,2474
TIMEOUT,-856.97,8,2026-03-11,2026-03,2474
TP,224.204,1,2026-03-11,2026-03,1773
TP,724.204,2,2026-03-11,2026-03,1773
TP,1224.204,3,2026-03-11,2026-03,1773
TP,2224.204,5,2026-03-11,2026-03,1773
TP,3724.204,8,2026-03-11,2026-03,1773
TP,2564.78,1,2026-03-11,2026-03,5269
TP,7564.780000000001,2,2026-03-11,2026-03,5269
TP,12564.78,3,2026-03-11,2026-03,5269
TIMEOUT,12564.78,5,2026-03-11,2026-03,5269
TIMEOUT,12564.78,8,2026-03-11,2026-03,5269
TP,1606.3400000000001,1,2026-03-11,2026-03,6442
TP,6606.34,2,2026-03-11,2026-03,6442
TP,11606.34,3,2026-03-11,2026-03,6442
TP,21606.34,5,2026-03-11,2026-03,6442
TP,36606.34,8,2026-03-11,2026-03,6442
TP,200.73200000000003,1,2026-03-11,2026-03,1513
TP,700.732,2,2026-03-11,2026-03,1513
TP,1200.732,3,2026-03-11,2026-03,1513
TP,2200.732,5,2026-03-11,2026-03,1513
TP,3700.732,8,2026-03-11,2026-03,1513
TP,233.98400000000004,1,2026-03-11,2026-03,2412
TP,733.984,2,2026-03-11,2026-03,2412
TIMEOUT,-766.016,3,2026-03-11,2026-03,2412
TIMEOUT,-766.016,5,2026-03-11,2026-03,2412
TIMEOUT,-766.016,8,2026-03-11,2026-03,2412
TP,290.708,1,2026-03-11,2026-03,3045
TIMEOUT,-1209.292,2,2026-03-11,2026-03,3045
TIMEOUT,-1209.292,3,2026-03-11,2026-03,3045
TIMEOUT,-1209.292,5,2026-03-11,2026-03,3045
TIMEOUT,-1209.292,8,2026-03-11,2026-03,3045
TP,2682.14,1,2026-03-11,2026-03,3491
TP,7682.139999999999,2,2026-03-11,2026-03,3491
TP,12682.14,3,2026-03-11,2026-03,3491
TP,22682.14,5,2026-03-11,2026-03,3491
TP,37682.14,8,2026-03-11,2026-03,3491
TP,2858.1800000000003,1,2026-03-11,2026-03,2404
TP,7858.18,2,2026-03-11,2026-03,2404
TIMEOUT,-12141.82,3,2026-03-11,2026-03,2404
TIMEOUT,-12141.82,5,2026-03-11,2026-03,2404
TIMEOUT,-12141.82,8,2026-03-11,2026-03,2404
TP,2466.9800000000005,1,2026-03-13,2026-03,3491
TP,7466.9800000000005,2,2026-03-13,2026-03,3491
TP,12466.98,3,2026-03-13,2026-03,3491
TP,22466.98,5,2026-03-13,2026-03,3491
TP,37466.98,8,2026-03-13,2026-03,3491
TP,3034.2200000000003,1,2026-03-13,2026-03,5289
TP,8034.22,2,2026-03-13,2026-03,5289
TP,13034.22,3,2026-03-13,2026-03,5289
TP,23034.22,5,2026-03-13,2026-03,5289
TP,38034.22,8,2026-03-13,2026-03,5289
TP,235.94000000000005,1,2026-03-13,2026-03,3005
TP,735.94,2,2026-03-13,2026-03,3005
TP,1235.94,3,2026-03-13,2026-03,3005
TIMEOUT,735.94,5,2026-03-13,2026-03,3005
TIMEOUT,735.94,8,2026-03-13,2026-03,3005
TP,136.18400000000003,1,2026-03-13,2026-03,2474
TIMEOUT,-863.816,2,2026-03-13,2026-03,2474
TIMEOUT,-863.816,3,2026-03-13,2026-03,2474
TIMEOUT,-863.816,5,2026-03-13,2026-03,2474
TIMEOUT,-863.816,8,2026-03-13,2026-03,2474
TP,2955.9800000000005,1,2026-03-13,2026-03,3324
TP,7955.9800000000005,2,2026-03-13,2026-03,3324
TP,12955.98,3,2026-03-13,2026-03,3324
TP,22955.98,5,2026-03-13,2026-03,3324
TIMEOUT,7955.9800000000005,8,2026-03-13,2026-03,3324
TP,168.45800000000003,1,2026-03-13,2026-03,2597
TP,668.4580000000001,2,2026-03-13,2026-03,2597
TP,1168.458,3,2026-03-13,2026-03,2597
TP,2168.458,5,2026-03-13,2026-03,2597
TIMEOUT,668.4580000000001,8,2026-03-13,2026-03,2597
TP,280.928,1,2026-03-13,2026-03,9917
TP,780.928,2,2026-03-13,2026-03,9917
TP,1280.9279999999999,3,2026-03-13,2026-03,9917
TIMEOUT,780.928,5,2026-03-13,2026-03,9917
TIMEOUT,780.928,8,2026-03-13,2026-03,9917
TP,197.798,1,2026-03-13,2026-03,1513
TP,697.798,2,2026-03-13,2026-03,1513
TP,1197.798,3,2026-03-13,2026-03,1513
TP,2197.798,5,2026-03-13,2026-03,1513
TP,3697.798,8,2026-03-13,2026-03,1513
TP,233.98400000000004,1,2026-03-13,2026-03,2412
TIMEOUT,-266.01599999999996,2,2026-03-13,2026-03,2412
TIMEOUT,-266.01599999999996,3,2026-03-13,2026-03,2412
TIMEOUT,-266.01599999999996,5,2026-03-13,2026-03,2412
TIMEOUT,-266.01599999999996,8,2026-03-13,2026-03,2412
TP,292.664,1,2026-03-13,2026-03,3045
TP,792.664,2,2026-03-13,2026-03,3045
TIMEOUT,292.664,3,2026-03-13,2026-03,3045
TIMEOUT,292.664,5,2026-03-13,2026-03,3045
TIMEOUT,292.664,8,2026-03-13,2026-03,3045
TP,191.93000000000006,1,2026-03-13,2026-03,2645
TP,691.9300000000001,2,2026-03-13,2026-03,2645
TP,1191.93,3,2026-03-13,2026-03,2645
TP,2191.9300000000003,5,2026-03-13,2026-03,2645
TP,3691.9300000000003,8,2026-03-13,2026-03,2645
TP,243.764,1,2026-03-13,2026-03,3231
TP,743.764,2,2026-03-13,2026-03,3231
TP,1243.7640000000001,3,2026-03-13,2026-03,3231
TP,2243.764,5,2026-03-13,2026-03,3231
TP,3743.764,8,2026-03-13,2026-03,3231
TP,3024.4400000000005,1,2026-03-13,2026-03,1590
TP,8024.4400000000005,2,2026-03-13,2026-03,1590
TP,13024.44,3,2026-03-13,2026-03,1590
TP,23024.44,5,2026-03-13,2026-03,1590
TIMEOUT,8024.4400000000005,8,2026-03-13,2026-03,1590
TP,261.36800000000005,1,2026-03-13,2026-03,2385
TP,761.368,2,2026-03-13,2026-03,2385
TP,1261.368,3,2026-03-13,2026-03,2385
TP,2261.368,5,2026-03-13,2026-03,2385
TIMEOUT,1761.368,8,2026-03-13,2026-03,2385
TP,1488.98,1,2026-03-13,2026-03,6805
TP,6488.98,2,2026-03-13,2026-03,6805
TP,11488.98,3,2026-03-13,2026-03,6805
TIMEOUT,-43511.02,5,2026-03-13,2026-03,6805
TIMEOUT,-43511.02,8,2026-03-13,2026-03,6805
TP,302.444,1,2026-03-13,2026-03,1815
TP,802.444,2,2026-03-13,2026-03,1815
TP,1302.444,3,2026-03-13,2026-03,1815
TP,2302.444,5,2026-03-13,2026-03,1815
TP,3802.444,8,2026-03-13,2026-03,1815
TP,161.61200000000002,1,2026-03-13,2026-03,8454
TP,661.6120000000001,2,2026-03-13,2026-03,8454
TP,1161.612,3,2026-03-13,2026-03,8454
TP,2161.612,5,2026-03-13,2026-03,8454
TIMEOUT,1161.612,8,2026-03-13,2026-03,8454
TP,222.248,1,2026-03-13,2026-03,1773
TP,722.248,2,2026-03-13,2026-03,1773
TP,1222.248,3,2026-03-13,2026-03,1773
TP,2222.248,5,2026-03-13,2026-03,1773
TP,3722.248,8,2026-03-13,2026-03,1773
TIMEOUT,-37044.02,1,2026-03-13,2026-03,2404
TIMEOUT,-37044.02,2,2026-03-13,2026-03,2404
TIMEOUT,-37044.02,3,2026-03-13,2026-03,2404
TIMEOUT,-37044.02,5,2026-03-13,2026-03,2404
TIMEOUT,-37044.02,8,2026-03-13,2026-03,2404
TP,303.422,1,2026-03-13,2026-03,5871
TP,803.422,2,2026-03-13,2026-03,5871
TP,1303.422,3,2026-03-13,2026-03,5871
TP,2303.422,5,2026-03-13,2026-03,5871
TIMEOUT,1303.422,8,2026-03-13,2026-03,5871
TP,2633.2400000000002,1,2026-03-13,2026-03,5269
TP,7633.24,2,2026-03-13,2026-03,5269
TP,12633.24,3,2026-03-13,2026-03,5269
TP,22633.24,5,2026-03-13,2026-03,5269
TIMEOUT,12633.24,8,2026-03-13,2026-03,5269
TP,286.79600000000005,1,2026-03-13,2026-03,2344
TP,786.796,2,2026-03-13,2026-03,2344
TP,1286.796,3,2026-03-13,2026-03,2344
TP,2286.796,5,2026-03-13,2026-03,2344
TP,3786.796,8,2026-03-13,2026-03,2344
TP,294.62,1,2026-03-13,2026-03,5347
TP,794.62,2,2026-03-13,2026-03,5347
TP,1294.6200000000001,3,2026-03-13,2026-03,5347
TP,2294.62,5,2026-03-13,2026-03,5347
TP,3794.62,8,2026-03-13,2026-03,5347
TP,259.41200000000003,1,2026-03-13,2026-03,6919
TP,759.412,2,2026-03-13,2026-03,6919
TIMEOUT,-2240.5879999999997,3,2026-03-13,2026-03,6919
TIMEOUT,-2240.5879999999997,5,2026-03-13,2026-03,6919
TIMEOUT,-2240.5879999999997,8,2026-03-13,2026-03,6919
TP,1821.5000000000005,1,2026-03-13,2026-03,6442
TP,6821.5,2,2026-03-13,2026-03,6442
TP,11821.5,3,2026-03-13,2026-03,6442
TP,21821.5,5,2026-03-13,2026-03,6442
TP,36821.5,8,2026-03-13,2026-03,6442
TP,293.64200000000005,1,2026-03-13,2026-03,5483
TP,793.642,2,2026-03-13,2026-03,5483
TP,1293.642,3,2026-03-13,2026-03,5483
TIMEOUT,793.642,5,2026-03-13,2026-03,5483
TIMEOUT,793.642,8,2026-03-13,2026-03,5483
TP,275.06000000000006,1,2026-03-16,2026-03,5347
TP,775.0600000000001,2,2026-03-16,2026-03,5347
TP,1275.06,3,2026-03-16,2026-03,5347
TIMEOUT,775.0600000000001,5,2026-03-16,2026-03,5347
TIMEOUT,775.0600000000001,8,2026-03-16,2026-03,5347
TP,198.776,1,2026-03-16,2026-03,1773
TP,698.7760000000001,2,2026-03-16,2026-03,1773
TP,1198.776,3,2026-03-16,2026-03,1773
TIMEOUT,-6301.224,5,2026-03-16,2026-03,1773
TIMEOUT,-6301.224,8,2026-03-16,2026-03,1773
TIMEOUT,-2720.05,1,2026-03-16,2026-03,1815
TIMEOUT,-2720.05,2,2026-03-16,2026-03,1815
TIMEOUT,-2720.05,3,2026-03-16,2026-03,1815
TIMEOUT,-2720.05,5,2026-03-16,2026-03,1815
TIMEOUT,-2720.05,8,2026-03-16,2026-03,1815
TP,234.962,1,2026-03-16,2026-03,3231
TP,734.962,2,2026-03-16,2026-03,3231
TP,1234.962,3,2026-03-16,2026-03,3231
TIMEOUT,-765.038,5,2026-03-16,2026-03,3231
TIMEOUT,-765.038,8,2026-03-16,2026-03,3231
TP,181.17200000000003,1,2026-03-16,2026-03,2645
TP,681.172,2,2026-03-16,2026-03,2645
TP,1181.172,3,2026-03-16,2026-03,2645
TIMEOUT,-1318.828,5,2026-03-16,2026-03,2645
TIMEOUT,-1318.828,8,2026-03-16,2026-03,2645
TP,298.53200000000004,1,2026-03-16,2026-03,5871
TP,798.532,2,2026-03-16,2026-03,5871
TP,1298.532,3,2026-03-16,2026-03,5871
TP,2298.532,5,2026-03-16,2026-03,5871
TP,3798.532,8,2026-03-16,2026-03,5871
TP,2897.3,1,2026-03-16,2026-03,3324
TIMEOUT,-42102.7,2,2026-03-16,2026-03,3324
TIMEOUT,-42102.7,3,2026-03-16,2026-03,3324
TIMEOUT,-42102.7,5,2026-03-16,2026-03,3324
TIMEOUT,-42102.7,8,2026-03-16,2026-03,3324
TP,290.708,1,2026-03-16,2026-03,3045
TP,790.7080000000001,2,2026-03-16,2026-03,3045
TIMEOUT,790.7080000000001,3,2026-03-16,2026-03,3045
TIMEOUT,790.7080000000001,5,2026-03-16,2026-03,3045
TIMEOUT,790.7080000000001,8,2026-03-16,2026-03,3045
TP,278.97200000000004,1,2026-03-16,2026-03,9917
TP,778.972,2,2026-03-16,2026-03,9917
TP,1278.972,3,2026-03-16,2026-03,9917
TIMEOUT,1778.972,5,2026-03-16,2026-03,9917
TIMEOUT,1778.972,8,2026-03-16,2026-03,9917
TP,190.952,1,2026-03-16,2026-03,1513
TP,690.952,2,2026-03-16,2026-03,1513
TP,1190.952,3,2026-03-16,2026-03,1513
TIMEOUT,190.952,5,2026-03-16,2026-03,1513
TIMEOUT,190.952,8,2026-03-16,2026-03,1513
TP,277.994,1,2026-03-16,2026-03,2344
TP,777.994,2,2026-03-16,2026-03,2344
TP,1277.9940000000001,3,2026-03-16,2026-03,2344
TP,2277.994,5,2026-03-16,2026-03,2344
TP,3777.994,8,2026-03-16,2026-03,2344
TIMEOUT,-742.544,1,2026-03-16,2026-03,2385
TIMEOUT,-742.544,2,2026-03-16,2026-03,2385
TIMEOUT,-742.544,3,2026-03-16,2026-03,2385
TIMEOUT,-742.544,5,2026-03-16,2026-03,2385
TIMEOUT,-742.544,8,2026-03-16,2026-03,2385
TP,233.00600000000003,1,2026-03-16,2026-03,2412
TP,733.0060000000001,2,2026-03-16,2026-03,2412
TIMEOUT,-266.99399999999997,3,2026-03-16,2026-03,2412
TIMEOUT,-266.99399999999997,5,2026-03-16,2026-03,2412
TIMEOUT,-266.99399999999997,8,2026-03-16,2026-03,2412
TIMEOUT,-2268.95,1,2026-03-16,2026-03,3005
TIMEOUT,-2268.95,2,2026-03-16,2026-03,3005
TIMEOUT,-2268.95,3,2026-03-16,2026-03,3005
TIMEOUT,-2268.95,5,2026-03-16,2026-03,3005
TIMEOUT,-2268.95,8,2026-03-16,2026-03,3005
TIMEOUT,-22405.88,1,2026-03-16,2026-03,5269
TIMEOUT,-22405.88,2,2026-03-16,2026-03,5269
TIMEOUT,-22405.88,3,2026-03-16,2026-03,5269
TIMEOUT,-22405.88,5,2026-03-16,2026-03,5269
TIMEOUT,-22405.88,8,2026-03-16,2026-03,5269
TP,1655.2400000000007,1,2026-03-16,2026-03,6442
TP,6655.240000000001,2,2026-03-16,2026-03,6442
TP,11655.240000000002,3,2026-03-16,2026-03,6442
TP,21655.24,5,2026-03-16,2026-03,6442
TP,36655.24,8,2026-03-16,2026-03,6442
TP,157.7,1,2026-03-16,2026-03,8454
TP,657.7,2,2026-03-16,2026-03,8454
TIMEOUT,657.7,3,2026-03-16,2026-03,8454
TIMEOUT,657.7,5,2026-03-16,2026-03,8454
TIMEOUT,657.7,8,2026-03-16,2026-03,8454
TIMEOUT,-5326.652,1,2026-03-16,2026-03,2597
TIMEOUT,-5326.652,2,2026-03-16,2026-03,2597
TIMEOUT,-5326.652,3,2026-03-16,2026-03,2597
TIMEOUT,-5326.652,5,2026-03-16,2026-03,2597
TIMEOUT,-5326.652,8,2026-03-16,2026-03,2597
TIMEOUT,-16995.12,1,2026-03-16,2026-03,6781
TIMEOUT,-16995.12,2,2026-03-16,2026-03,6781
TIMEOUT,-16995.12,3,2026-03-16,2026-03,6781
TIMEOUT,-16995.12,5,2026-03-16,2026-03,6781
TIMEOUT,-16995.12,8,2026-03-16,2026-03,6781
TP,139.118,1,2026-03-16,2026-03,2474
TP,639.1179999999999,2,2026-03-16,2026-03,2474
TP,1139.118,3,2026-03-16,2026-03,2474
TP,2139.118,5,2026-03-16,2026-03,2474
TIMEOUT,2639.118,8,2026-03-16,2026-03,2474
TP,284.84000000000003,1,2026-03-16,2026-03,5483
TP,784.84,2,2026-03-16,2026-03,5483
TP,1284.84,3,2026-03-16,2026-03,5483
TP,2284.84,5,2026-03-16,2026-03,5483
TIMEOUT,1784.84,8,2026-03-16,2026-03,5483
TP,3004.88,1,2026-03-16,2026-03,1590
TP,8004.88,2,2026-03-16,2026-03,1590
TIMEOUT,-6995.12,3,2026-03-16,2026-03,1590
TIMEOUT,-6995.12,5,2026-03-16,2026-03,1590
TIMEOUT,-6995.12,8,2026-03-16,2026-03,1590
TP,2926.6400000000003,1,2026-03-16,2026-03,5289
TP,7926.64,2,2026-03-16,2026-03,5289
TP,12926.64,3,2026-03-16,2026-03,5289
TIMEOUT,-2073.3599999999997,5,2026-03-16,2026-03,5289
TIMEOUT,-2073.3599999999997,8,2026-03-16,2026-03,5289
TP,2408.3,1,2026-03-16,2026-03,3491
TP,7408.3,2,2026-03-16,2026-03,3491
TP,12408.3,3,2026-03-16,2026-03,3491
TP,22408.3,5,2026-03-16,2026-03,3491
TIMEOUT,27408.3,8,2026-03-16,2026-03,3491
TP,259.41200000000003,1,2026-03-16,2026-03,6919
TP,759.412,2,2026-03-16,2026-03,6919
TP,1259.412,3,2026-03-16,2026-03,6919
TP,2259.4120000000003,5,2026-03-16,2026-03,6919
TIMEOUT,-240.58799999999997,8,2026-03-16,2026-03,6919
TP,1518.3200000000002,1,2026-03-16,2026-03,6805
TP,6518.32,2,2026-03-16,2026-03,6805
TP,11518.32,3,2026-03-16,2026-03,6805
TP,21518.32,5,2026-03-16,2026-03,6805
TIMEOUT,-33481.68,8,2026-03-16,2026-03,6805
TIMEOUT,-47975.56,1,2026-03-16,2026-03,2404
TIMEOUT,-47975.56,2,2026-03-16,2026-03,2404
TIMEOUT,-47975.56,3,2026-03-16,2026-03,2404
TIMEOUT,-47975.56,5,2026-03-16,2026-03,2404
TIMEOUT,-47975.56,8,2026-03-16,2026-03,2404
TP,262.346,1,2026-03-17,2026-03,2344
TP,762.346,2,2026-03-17,2026-03,2344
TP,1262.346,3,2026-03-17,2026-03,2344
TP,2262.346,5,2026-03-17,2026-03,2344
TP,3762.346,8,2026-03-17,2026-03,2344
TP,277.016,1,2026-03-17,2026-03,5483
TP,777.0160000000001,2,2026-03-17,2026-03,5483
TP,1277.016,3,2026-03-17,2026-03,5483
TP,2277.016,5,2026-03-17,2026-03,5483
TP,3777.016,8,2026-03-17,2026-03,5483
TP,2222.48,1,2026-03-17,2026-03,3491
TP,7222.48,2,2026-03-17,2026-03,3491
TP,12222.48,3,2026-03-17,2026-03,3491
TP,22222.48,5,2026-03-17,2026-03,3491
TP,37222.48,8,2026-03-17,2026-03,3491
TP,293.64200000000005,1,2026-03-17,2026-03,5871
TP,793.642,2,2026-03-17,2026-03,5871
TIMEOUT,-206.35799999999998,3,2026-03-17,2026-03,5871
TIMEOUT,-206.35799999999998,5,2026-03-17,2026-03,5871
TIMEOUT,-206.35799999999998,8,2026-03-17,2026-03,5871
TP,1596.5600000000004,1,2026-03-17,2026-03,6442
TP,6596.56,2,2026-03-17,2026-03,6442
TP,11596.560000000001,3,2026-03-17,2026-03,6442
TIMEOUT,-58403.44,5,2026-03-17,2026-03,6442
TIMEOUT,-58403.44,8,2026-03-17,2026-03,6442
TIMEOUT,-4219.072,1,2026-03-17,2026-03,1815
TIMEOUT,-4219.072,2,2026-03-17,2026-03,1815
TIMEOUT,-4219.072,3,2026-03-17,2026-03,1815
TIMEOUT,-4219.072,5,2026-03-17,2026-03,1815
TIMEOUT,-4219.072,8,2026-03-17,2026-03,1815
TP,275.06000000000006,1,2026-03-17,2026-03,9917
TIMEOUT,-1724.94,2,2026-03-17,2026-03,9917
TIMEOUT,-1724.94,3,2026-03-17,2026-03,9917
TIMEOUT,-1724.94,5,2026-03-17,2026-03,9917
TIMEOUT,-1724.94,8,2026-03-17,2026-03,9917
TP,268.214,1,2026-03-17,2026-03,5347
TP,768.2139999999999,2,2026-03-17,2026-03,5347
TP,1268.214,3,2026-03-17,2026-03,5347
TP,2268.214,5,2026-03-17,2026-03,5347
TP,3768.214,8,2026-03-17,2026-03,5347
TP,258.434,1,2026-03-17,2026-03,6919
TIMEOUT,-2241.566,2,2026-03-17,2026-03,6919
TIMEOUT,-2241.566,3,2026-03-17,2026-03,6919
TIMEOUT,-2241.566,5,2026-03-17,2026-03,6919
TIMEOUT,-2241.566,8,2026-03-17,2026-03,6919
TP,287.774,1,2026-03-17,2026-03,3045
TP,787.774,2,2026-03-17,2026-03,3045
TIMEOUT,787.774,3,2026-03-17,2026-03,3045
TIMEOUT,787.774,5,2026-03-17,2026-03,3045
TIMEOUT,787.774,8,2026-03-17,2026-03,3045
TP,133.25000000000006,1,2026-03-17,2026-03,2474
TP,633.25,2,2026-03-17,2026-03,2474
TIMEOUT,633.25,3,2026-03-17,2026-03,2474
TIMEOUT,633.25,5,2026-03-17,2026-03,2474
TIMEOUT,633.25,8,2026-03-17,2026-03,2474
TP,181.17200000000003,1,2026-03-17,2026-03,2645
TP,681.172,2,2026-03-17,2026-03,2645
TIMEOUT,681.172,3,2026-03-17,2026-03,2645
TIMEOUT,681.172,5,2026-03-17,2026-03,2645
TIMEOUT,681.172,8,2026-03-17,2026-03,2645
TP,153.788,1,2026-03-17,2026-03,8454
TP,653.788,2,2026-03-17,2026-03,8454
TP,1153.788,3,2026-03-17,2026-03,8454
TP,2153.788,5,2026-03-17,2026-03,8454
TP,3653.788,8,2026-03-17,2026-03,8454
TIMEOUT,-3267.9719999999998,1,2026-03-17,2026-03,3231
TIMEOUT,-3267.9719999999998,2,2026-03-17,2026-03,3231
TIMEOUT,-3267.9719999999998,3,2026-03-17,2026-03,3231
TIMEOUT,-3267.9719999999998,5,2026-03-17,2026-03,3231
TIMEOUT,-3267.9719999999998,8,2026-03-17,2026-03,3231
TP,232.02800000000002,1,2026-03-17,2026-03,2412
TIMEOUT,-267.972,2,2026-03-17,2026-03,2412
TIMEOUT,-267.972,3,2026-03-17,2026-03,2412
TIMEOUT,-267.972,5,2026-03-17,2026-03,2412
TIMEOUT,-267.972,8,2026-03-17,2026-03,2412
TP,186.062,1,2026-03-17,2026-03,1513
TP,686.062,2,2026-03-17,2026-03,1513
TP,1186.062,3,2026-03-17,2026-03,1513
TP,2186.062,5,2026-03-17,2026-03,1513
TP,3686.062,8,2026-03-17,2026-03,1513
TP,2995.1000000000004,1,2026-03-17,2026-03,6781
TP,7995.1,2,2026-03-17,2026-03,6781
TIMEOUT,-17004.9,3,2026-03-17,2026-03,6781
TIMEOUT,-17004.9,5,2026-03-17,2026-03,6781
TIMEOUT,-17004.9,8,2026-03-17,2026-03,6781
TP,1479.2000000000003,1,2026-03-17,2026-03,6805
TP,6479.200000000001,2,2026-03-17,2026-03,6805
TP,11479.2,3,2026-03-17,2026-03,6805
TP,21479.2,5,2026-03-17,2026-03,6805
TP,36479.2,8,2026-03-17,2026-03,6805
TP,233.98400000000004,1,2026-03-17,2026-03,3005
TP,733.984,2,2026-03-17,2026-03,3005
TP,1233.984,3,2026-03-17,2026-03,3005
TIMEOUT,1733.984,5,2026-03-17,2026-03,3005
TIMEOUT,1733.984,8,2026-03-17,2026-03,3005
TP,257.456,1,2026-03-17,2026-03,2385
TIMEOUT,-742.544,2,2026-03-17,2026-03,2385
TIMEOUT,-742.544,3,2026-03-17,2026-03,2385
TIMEOUT,-742.544,5,2026-03-17,2026-03,2385
TIMEOUT,-742.544,8,2026-03-17,2026-03,2385
TP,3004.88,1,2026-03-17,2026-03,1590
TP,8004.88,2,2026-03-17,2026-03,1590
TP,13004.880000000001,3,2026-03-17,2026-03,1590
TP,23004.88,5,2026-03-17,2026-03,1590
TP,38004.88,8,2026-03-17,2026-03,1590
TP,2584.34,1,2026-03-17,2026-03,5269
TIMEOUT,-32415.66,2,2026-03-17,2026-03,5269
TIMEOUT,-32415.66,3,2026-03-17,2026-03,5269
TIMEOUT,-32415.66,5,2026-03-17,2026-03,5269
TIMEOUT,-32415.66,8,2026-03-17,2026-03,5269
TIMEOUT,-5795.356,1,2026-03-17,2026-03,1773
TIMEOUT,-5795.356,2,2026-03-17,2026-03,1773
TIMEOUT,-5795.356,3,2026-03-17,2026-03,1773
TIMEOUT,-5795.356,5,2026-03-17,2026-03,1773
TIMEOUT,-5795.356,8,2026-03-17,2026-03,1773
TP,2907.08,1,2026-03-17,2026-03,3324
TP,7907.08,2,2026-03-17,2026-03,3324
TP,12907.08,3,2026-03-17,2026-03,3324
TP,22907.08,5,2026-03-17,2026-03,3324
TIMEOUT,-22092.92,8,2026-03-17,2026-03,3324
TIMEOUT,-1816.872,1,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,2,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,3,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,5,2026-03-17,2026-03,2597
TIMEOUT,-1816.872,8,2026-03-17,2026-03,2597
TP,232.02800000000002,1,2026-03-18,2026-03,2337
TP,732.028,2,2026-03-18,2026-03,2337
TP,1232.028,3,2026-03-18,2026-03,2337
TP,2232.0280000000002,5,2026-03-18,2026-03,2337
TP,3732.0280000000002,8,2026-03-18,2026-03,2337
TP,2124.6800000000003,1,2026-03-18,2026-03,3491
TP,7124.68,2,2026-03-18,2026-03,3491
TIMEOUT,-37875.32,3,2026-03-18,2026-03,3491
TIMEOUT,-37875.32,5,2026-03-18,2026-03,3491
TIMEOUT,-37875.32,8,2026-03-18,2026-03,3491
TP,247.67600000000002,1,2026-03-18,2026-03,2344
